Feature ID	Taxon
33175|Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Phaeosphaeria herpotricha / Ophiosphaerella herpotricha
125373|Paraphaeosphaeria michotii / Sphaeria michotii	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria michotii / Sphaeria michotii
125373|Paraphaeosphaeria michotii / Sphaeria michotii	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria michotii / Sphaeria michotii
125373|Paraphaeosphaeria michotii / Sphaeria michotii	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria michotii / Sphaeria michotii
1230527|Helminthosporium hawaiiensis / Curvularia hawaiiensis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Helminthosporium hawaiiensis / Curvularia hawaiiensis
1230527|Helminthosporium hawaiiensis / Curvularia hawaiiensis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Helminthosporium hawaiiensis / Curvularia hawaiiensis
1230527|Helminthosporium hawaiiensis / Curvularia hawaiiensis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Helminthosporium hawaiiensis / Curvularia hawaiiensis
13001|Ceratocystis paradoxa/Thielaviopsis paradoxa	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Microascales;f__Ceratostomataceae;g__Thielaviopsis;s__Ceratocystis paradoxa/Thielaviopsis paradoxa
13001|Ceratocystis paradoxa/Thielaviopsis paradoxa	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Microascales;f__Ceratostomataceae;g__Thielaviopsis;s__Ceratocystis paradoxa/Thielaviopsis paradoxa
13001|Ceratocystis paradoxa/Thielaviopsis paradoxa	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Microascales;f__Ceratostomataceae;g__Thielaviopsis;s__Ceratocystis paradoxa/Thielaviopsis paradoxa
907947|Pythium vexans/Phytopythium vexans	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Pythium vexans/Phytopythium vexans
907947|Pythium vexans/Phytopythium vexans	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Pythium vexans/Phytopythium vexans
907947|Pythium vexans/Phytopythium vexans	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Pythium vexans/Phytopythium vexans
289598|Pythium angustatum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium angustatum
289598|Pythium angustatum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium angustatum
289598|Pythium angustatum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium angustatum
2713053|Gonatobotrys simplex	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__Coronophorales;f__Ceratostomataceae;g__Melanospora;s__Gonatobotrys simplex
2713053|Gonatobotrys simplex	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__Coronophorales;f__Ceratostomataceae;g__Melanospora;s__Gonatobotrys simplex
41984|Aspergillus tamarii	k__Fungi;p__子囊菌门;c__散囊菌纲;o__散囊菌目;f__Aspergillaceae;g__Aspergillus;s__Aspergillus tamarii
41984|Aspergillus tamarii	k__Fungi;p__子囊菌门;c__散囊菌纲;o__散囊菌目;f__Aspergillaceae;g__Aspergillus;s__Aspergillus tamarii
41984|Aspergillus tamarii	k__Fungi;p__子囊菌门;c__散囊菌纲;o__散囊菌目;f__Aspergillaceae;g__Aspergillus;s__Aspergillus tamarii
55169|Botryosphaeria dothidea	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Botryosphaeria;s__Botryosphaeria dothidea
55169|Botryosphaeria dothidea	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Botryosphaeria;s__Botryosphaeria dothidea
55169|Botryosphaeria dothidea	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Botryosphaeria;s__Botryosphaeria dothidea
5180|Sclerotinia sclerotiorum	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Sclerotinia;s__Sclerotinia sclerotiorum
5180|Sclerotinia sclerotiorum	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Sclerotinia;s__Sclerotinia sclerotiorum
5180|Sclerotinia sclerotiorum	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Sclerotinia;s__Sclerotinia sclerotiorum
4785|Phytophthora cinnamomi	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora cinnamomi
4785|Phytophthora cinnamomi	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora cinnamomi
4785|Phytophthora cinnamomi	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora cinnamomi
337941|Trichoderma koningiopsis	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma koningiopsis
337941|Trichoderma koningiopsis	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma koningiopsis
337941|Trichoderma koningiopsis	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma koningiopsis
