seqid	category	marker	length	gc_pct
MPDB000553	Viruses	genome	9545	41.94
MPDB000554	Viruses	genome	9536	42.1
MPDB000555	Viruses	genome	9530	42.33
MPDB000556	Viruses	genome	9535	42.11
MPDB000557	Viruses	genome	9575	41.66
MPDB000558	Viruses	genome	9509	40.91
MPDB000559	Viruses	genome	9587	41.75
MPDB000560	Viruses	genome	9580	41.68
MPDB000561	Viruses	genome	9584	41.68
MPDB000562	Viruses	genome	9590	41.4
MPDB000563	Viruses	genome	9588	41.97
MPDB000564	Viruses	genome	9596	41.72
MPDB000565	Viruses	genome	9596	41.64
MPDB000566	Viruses	genome	9591	41.7
MPDB000567	Viruses	genome	9620	41.29
MPDB000568	Viruses	genome	9574	42.04
MPDB000569	Viruses	genome	9616	40.24
MPDB000570	Viruses	genome	9609	40.46
MPDB000571	Viruses	genome	9557	41.79
MPDB000572	Viruses	genome	9558	41.68
MPDB000573	Viruses	genome	9561	41.77
MPDB000574	Viruses	genome	9570	41.84
MPDB000575	Viruses	genome	9604	40.36
MPDB000576	Viruses	genome	9563	41.84
MPDB000577	Viruses	genome	9577	41.8
MPDB000578	Viruses	genome	2867	44.4
MPDB000579	Viruses	genome	3234	47.34
MPDB000580	Viruses	genome	2109	48.08
MPDB000581	Viruses	genome	3389	45.18
MPDB000582	Viruses	genome	2204	47.64
MPDB000583	Viruses	genome	3038	45.42
MPDB000584	Viruses	genome	3354	46.09
MPDB000585	Viruses	genome	3045	45.42
MPDB000586	Viruses	genome	2202	47.91
MPDB000587	Viruses	genome	3511	42.64
MPDB000588	Viruses	genome	2984	43.13
MPDB000589	Viruses	genome	2542	41.66
MPDB000590	Viruses	genome	4094	51.2
MPDB000591	Viruses	genome	4094	51.2
MPDB000592	Viruses	genome	4988	50.88
MPDB000593	Viruses	genome	5563	52.49
MPDB000594	Viruses	genome	4891	50.48
MPDB000595	Viruses	genome	5634	50.8
MPDB000596	Viruses	genome	5635	50.68
MPDB000597	Viruses	genome	5563	50.87
MPDB000598	Viruses	genome	5641	50.97
MPDB000599	Viruses	genome	5635	50.7
MPDB000600	Viruses	genome	5646	50.81
MPDB000601	Viruses	genome	5644	50.76
MPDB000602	Viruses	genome	5642	50.8
MPDB000603	Viruses	genome	5624	50.94
MPDB000604	Viruses	genome	5604	50.68
MPDB000605	Viruses	genome	5646	50.78
MPDB000606	Viruses	genome	5637	50.65
MPDB000607	Viruses	genome	5642	50.71
MPDB000608	Viruses	genome	5637	50.79
MPDB000609	Viruses	genome	5642	50.94
MPDB000610	Viruses	genome	5642	50.44
MPDB000611	Viruses	genome	5642	50.43
MPDB000612	Viruses	genome	5642	50.78
MPDB000613	Viruses	genome	5642	50.78
MPDB000614	Viruses	genome	5642	50.82
MPDB000615	Viruses	genome	5644	50.6
MPDB000616	Viruses	genome	5641	50.61
MPDB000617	Viruses	genome	5641	50.58
MPDB000618	Viruses	genome	5625	50.77
MPDB000619	Viruses	genome	5642	50.76
MPDB000620	Viruses	genome	5642	50.96
MPDB000621	Viruses	genome	5642	50.87
MPDB000622	Viruses	genome	5642	50.85
MPDB000623	Viruses	genome	5599	50.31
MPDB000624	Viruses	genome	5596	50.3
MPDB000625	Viruses	genome	5593	50.37
MPDB000626	Viruses	genome	5593	50.44
MPDB000627	Viruses	genome	5601	49.99
MPDB000628	Viruses	genome	5596	50.54
MPDB000629	Viruses	genome	5606	50.11
MPDB000630	Viruses	genome	5599	50.15
MPDB000631	Viruses	genome	5599	50.42
MPDB000632	Viruses	genome	5613	50.2
MPDB000633	Viruses	genome	5596	50.57
MPDB000634	Viruses	genome	5606	50.82
MPDB000635	Viruses	genome	1798	34.71
MPDB000636	Viruses	genome	3162	36.94
MPDB000637	Viruses	genome	2186	33.9
MPDB000638	Viruses	genome	1870	33.74
MPDB000639	Viruses	genome	6990	30.5
MPDB000640	Viruses	genome	6990	30.44
MPDB000641	Viruses	genome	6990	30.49
MPDB000642	Viruses	genome	13782	40.49
MPDB000643	Viruses	genome	13782	40.49
MPDB000644	Viruses	genome	5273	47.75
MPDB000645	Viruses	genome	5694	47.21
MPDB000646	Viruses	genome	5694	47.28
MPDB000647	Viruses	genome	5694	47.42
MPDB000648	Viruses	genome	5687	47.07
MPDB000649	Viruses	genome	5700	47.19
MPDB000650	Viruses	genome	5668	47.37
MPDB000651	Viruses	genome	5694	47.1
MPDB000652	Viruses	genome	5693	47.08
MPDB000653	Viruses	genome	5661	47.39
MPDB000654	Viruses	genome	5702	47.0
MPDB000655	Viruses	genome	5693	47.23
MPDB000656	Viruses	genome	5692	47.03
MPDB000657	Viruses	genome	5690	47.08
MPDB000658	Viruses	genome	5693	47.22
MPDB000659	Viruses	genome	5692	47.26
MPDB000660	Viruses	genome	5686	47.57
MPDB000661	Viruses	genome	5696	47.17
MPDB000662	Viruses	genome	5657	47.57
MPDB000663	Viruses	genome	5685	47.3
MPDB000664	Viruses	genome	5688	47.75
MPDB000665	Viruses	genome	5694	47.47
MPDB000666	Viruses	genome	5702	46.9
MPDB000667	Viruses	genome	5686	47.1
MPDB000668	Viruses	genome	5694	46.86
MPDB000669	Viruses	genome	5688	47.1
MPDB000670	Viruses	genome	5694	47.3
MPDB000671	Viruses	genome	5685	47.34
MPDB000672	Viruses	genome	5694	47.21
MPDB000673	Viruses	genome	5692	47.1
MPDB000674	Viruses	genome	5694	47.31
MPDB000675	Viruses	genome	5689	47.39
MPDB000676	Viruses	genome	5694	47.19
MPDB000677	Viruses	genome	5694	47.21
MPDB000678	Viruses	genome	5694	47.12
MPDB000679	Viruses	genome	5688	46.59
MPDB000680	Viruses	genome	5574	47.36
MPDB000681	Viruses	genome	5564	47.54
MPDB000682	Viruses	genome	5846	47.72
MPDB000683	Viruses	genome	5641	50.65
MPDB000684	Viruses	genome	5641	50.58
MPDB000685	Viruses	genome	5612	49.93
MPDB000686	Viruses	genome	9611	39.88
MPDB000687	Viruses	genome	9613	39.62
MPDB000688	Viruses	genome	9613	39.82
MPDB000689	Viruses	genome	9613	39.45
MPDB000690	Viruses	genome	9613	39.86
MPDB000691	Viruses	genome	9613	39.77
MPDB000692	Viruses	genome	9613	40.06
MPDB000693	Viruses	genome	9613	39.7
MPDB000694	Viruses	genome	9613	39.56
MPDB000695	Viruses	genome	9613	39.93
MPDB000696	Viruses	genome	9613	39.33
MPDB000697	Viruses	genome	9613	39.57
MPDB000698	Viruses	genome	9613	39.13
MPDB000699	Viruses	genome	9613	38.93
MPDB000700	Viruses	genome	9613	38.97
MPDB000701	Viruses	genome	9613	39.33
MPDB000702	Viruses	genome	9613	39.28
MPDB000703	Viruses	genome	9613	38.66
MPDB000704	Viruses	genome	9613	39.2
MPDB000705	Viruses	genome	9613	39.08
MPDB000706	Viruses	genome	9611	39.37
MPDB000707	Viruses	genome	9611	39.82
MPDB000708	Viruses	genome	12651	41.65
MPDB000709	Viruses	genome	2846	49.68
MPDB000710	Viruses	genome	2846	49.72
MPDB000711	Viruses	genome	2846	49.65
MPDB000712	Viruses	genome	2842	49.79
MPDB000713	Viruses	genome	12133	47.07
MPDB000714	Viruses	genome	12170	46.99
MPDB000715	Viruses	genome	12133	47.07
MPDB000716	Viruses	genome	13800	39.48
MPDB000717	Viruses	genome	13800	39.48
MPDB000718	Viruses	genome	3516	38.25
MPDB000719	Viruses	genome	2377	38.87
MPDB000720	Viruses	genome	2183	37.29
MPDB000721	Viruses	genome	3338	35.95
MPDB000722	Viruses	genome	2357	36.87
MPDB000723	Viruses	genome	2223	36.17
MPDB000724	Viruses	genome	9410	44.46
MPDB000725	Viruses	genome	9370	44.56
MPDB000726	Viruses	genome	9369	44.54
MPDB000727	Viruses	genome	9311	44.54
MPDB000728	Viruses	genome	9381	45.14
MPDB000729	Viruses	genome	9367	44.73
MPDB000730	Viruses	genome	9359	44.52
MPDB000731	Viruses	genome	9373	44.69
MPDB000732	Viruses	genome	9344	44.75
MPDB000733	Viruses	genome	9375	44.79
MPDB000734	Viruses	genome	9384	44.55
MPDB000735	Viruses	genome	9364	44.88
MPDB000736	Viruses	genome	9300	44.73
MPDB000737	Viruses	genome	9364	44.62
MPDB000738	Viruses	genome	9364	44.69
MPDB000739	Viruses	genome	9370	44.75
MPDB000740	Viruses	genome	9293	44.85
MPDB000741	Viruses	genome	9325	44.69
MPDB000742	Viruses	genome	9374	44.69
MPDB000743	Viruses	genome	9362	44.82
MPDB000744	Viruses	genome	9384	44.62
MPDB000745	Viruses	genome	9373	44.7
MPDB000746	Viruses	genome	9375	44.5
MPDB000747	Viruses	genome	9359	44.63
MPDB000748	Viruses	genome	9368	44.63
MPDB000749	Viruses	genome	9355	44.68
MPDB000750	Viruses	genome	9370	44.85
MPDB000751	Viruses	genome	9364	44.84
MPDB000752	Viruses	genome	9384	44.82
MPDB000753	Viruses	genome	9384	44.7
MPDB000754	Viruses	genome	9384	44.75
MPDB000755	Viruses	genome	9344	44.72
MPDB000756	Viruses	genome	9381	44.64
MPDB000757	Viruses	genome	9370	45.04
MPDB000758	Viruses	genome	9384	44.65
MPDB000759	Viruses	genome	9311	44.51
MPDB000760	Viruses	genome	9373	44.83
MPDB000761	Viruses	genome	9359	44.66
MPDB000762	Viruses	genome	9264	44.88
MPDB000763	Viruses	genome	9381	44.88
MPDB000764	Viruses	genome	9302	45.17
MPDB000765	Viruses	genome	9424	44.79
MPDB000766	Viruses	genome	9384	45.27
MPDB000767	Viruses	genome	9874	41.36
MPDB000768	Viruses	genome	9865	41.44
MPDB000769	Viruses	genome	9779	42.12
MPDB000770	Viruses	genome	9780	42.16
MPDB000771	Viruses	genome	1867	43.01
MPDB000772	Viruses	genome	1840	43.21
MPDB000773	Viruses	genome	1868	43.04
MPDB000774	Viruses	genome	1867	43.28
MPDB000775	Viruses	genome	1845	42.87
MPDB000776	Viruses	genome	1845	42.49
MPDB000777	Viruses	genome	1845	42.71
MPDB000778	Viruses	genome	1845	43.2
MPDB000779	Viruses	genome	1846	42.96
MPDB000780	Viruses	genome	1840	43.15
MPDB000781	Viruses	genome	1868	42.83
MPDB000782	Viruses	genome	1868	42.93
MPDB000783	Viruses	genome	1868	43.09
MPDB000784	Viruses	genome	9626	39.15
MPDB000785	Viruses	genome	9624	38.99
MPDB000786	Viruses	genome	9624	38.71
MPDB000787	Viruses	genome	9621	38.95
MPDB000788	Viruses	genome	9624	38.89
MPDB000789	Viruses	genome	9624	38.64
MPDB000790	Viruses	genome	9624	38.77
MPDB000791	Viruses	genome	9624	39.22
MPDB000792	Viruses	genome	9624	38.93
MPDB000793	Viruses	genome	9587	39.3
MPDB000794	Viruses	genome	9629	39.14
MPDB000795	Viruses	genome	9585	39.39
MPDB000796	Viruses	genome	9624	39.35
MPDB000797	Viruses	genome	9624	39.39
MPDB000798	Viruses	genome	9627	39.57
MPDB000799	Viruses	genome	9651	39.53
MPDB000800	Viruses	genome	9641	39.17
MPDB000801	Viruses	genome	9652	38.76
MPDB000802	Viruses	genome	9624	39.3
MPDB000803	Viruses	genome	9613	39.31
MPDB000804	Viruses	genome	880	39.2
MPDB000805	Viruses	genome	1562	37.39
MPDB000806	Viruses	genome	720	36.67
MPDB000807	Viruses	genome	12381	46.11
MPDB000808	Viruses	genome	12426	46.12
MPDB000809	Viruses	genome	12426	46.12
MPDB000810	Viruses	genome	4293	54.3
MPDB000811	Viruses	genome	4293	54.3
MPDB000812	Viruses	genome	11784	43.57
MPDB000813	Viruses	genome	11898	42.76
MPDB000814	Viruses	genome	11974	42.85
MPDB000815	Viruses	genome	11935	43.01
MPDB000816	Viruses	genome	11786	43.64
MPDB000817	Viruses	genome	11832	42.24
MPDB000818	Viruses	genome	3167	37.51
MPDB000819	Viruses	genome	2651	38.33
MPDB000820	Viruses	genome	2176	32.49
MPDB000821	Viruses	genome	1928	35.48
MPDB000822	Viruses	genome	1900	34.53
MPDB000823	Viruses	genome	1798	35.6
MPDB000824	Viruses	genome	4500	32.24
MPDB000825	Viruses	genome	3815	34.02
MPDB000826	Viruses	genome	3618	31.98
MPDB000827	Viruses	genome	3571	34.28
MPDB000828	Viruses	genome	1797	35.56
MPDB000829	Viruses	genome	1797	35.5
MPDB000830	Viruses	genome	1797	35.56
MPDB000831	Viruses	genome	6366	61.73
MPDB000832	Viruses	genome	6337	61.56
MPDB000833	Viruses	genome	6366	61.73
MPDB000834	Fungi	ITS	543	49.54
MPDB000835	Fungi	ITS	587	49.23
MPDB000836	Fungi	ITS	502	50.2
MPDB000837	Fungi	ITS	528	49.62
MPDB000838	Fungi	ITS	502	50.0
MPDB000839	Fungi	ITS	492	48.78
MPDB000840	Fungi	ITS	492	49.59
MPDB000841	Fungi	ITS	491	49.69
MPDB000842	Fungi	ITS	481	49.9
MPDB000843	Fungi	ITS	417	47.24
MPDB000844	Fungi	ITS	537	49.72
MPDB000845	Fungi	ITS	491	49.69
MPDB000846	Fungi	ITS	478	50.0
MPDB000847	Fungi	ITS	347	48.99
MPDB000848	Fungi	ITS	487	49.69
MPDB000849	Fungi	ITS	553	49.73
MPDB000850	Fungi	ITS	545	49.91
MPDB000851	Fungi	ITS	509	49.12
MPDB000852	Fungi	ITS	482	50.21
MPDB000853	Fungi	ITS	1642	50.24
MPDB000854	Fungi	ITS	493	48.88
MPDB000855	Fungi	ITS	497	49.3
MPDB000856	Fungi	ITS	514	49.81
MPDB000857	Fungi	ITS	526	49.24
MPDB000858	Fungi	ITS	401	46.38
MPDB000859	Fungi	ITS	518	50.77
MPDB000860	Fungi	ITS	532	51.88
MPDB000861	Fungi	ITS	476	50.21
MPDB000862	Fungi	ITS	786	50.13
MPDB000863	Fungi	ITS	503	49.3
MPDB000864	Fungi	ITS	547	49.36
MPDB000865	Fungi	ITS	498	50.6
MPDB000866	Fungi	ITS	479	50.31
MPDB000867	Fungi	ITS	468	50.21
MPDB000868	Fungi	ITS	516	50.0
MPDB000869	Fungi	ITS	538	49.81
MPDB000870	Fungi	ITS	531	49.53
MPDB000871	Fungi	ITS	504	49.8
MPDB000872	Fungi	ITS	502	49.4
MPDB000873	Fungi	ITS	503	48.91
MPDB000874	Fungi	ITS	506	49.21
MPDB000875	Fungi	ITS	483	49.69
MPDB000876	Fungi	ITS	477	52.41
MPDB000877	Fungi	ITS	598	54.52
MPDB000878	Fungi	ITS	638	53.76
MPDB000879	Fungi	ITS	651	53.76
MPDB000880	Fungi	ITS	594	54.88
MPDB000881	Fungi	ITS	539	55.47
MPDB000882	Fungi	ITS	560	54.46
MPDB000883	Fungi	ITS	473	57.29
MPDB000884	Fungi	ITS	495	56.77
MPDB000885	Fungi	ITS	497	56.74
MPDB000886	Fungi	ITS	572	55.42
MPDB000887	Fungi	ITS	497	56.14
MPDB000888	Fungi	ITS	487	56.47
MPDB000889	Fungi	ITS	581	55.59
MPDB000890	Fungi	ITS	580	55.52
MPDB000891	Fungi	ITS	581	54.91
MPDB000892	Fungi	ITS	582	54.64
MPDB000893	Fungi	ITS	511	56.36
MPDB000894	Fungi	ITS	330	52.73
MPDB000895	Fungi	ITS	599	54.26
MPDB000896	Fungi	ITS	480	56.46
MPDB000897	Fungi	ITS	535	56.82
MPDB000898	Fungi	ITS	500	56.6
MPDB000899	Fungi	ITS	544	55.33
MPDB000900	Fungi	ITS	585	54.7
MPDB000901	Fungi	ITS	602	54.98
MPDB000902	Fungi	ITS	498	56.43
MPDB000903	Fungi	ITS	523	56.02
MPDB000904	Fungi	ITS	450	57.11
MPDB000905	Fungi	ITS	552	55.62
MPDB000906	Fungi	ITS	510	55.69
MPDB000907	Fungi	ITS	642	53.89
MPDB000908	Fungi	ITS	544	56.25
MPDB000909	Fungi	ITS	583	53.52
MPDB000910	Fungi	ITS	584	54.97
MPDB000911	Fungi	ITS	493	54.97
MPDB000912	Fungi	ITS	580	56.55
MPDB000913	Fungi	ITS	553	55.15
MPDB000914	Fungi	ITS	579	54.75
MPDB000915	Fungi	ITS	568	55.99
MPDB000916	Fungi	ITS	601	55.41
MPDB000917	Fungi	ITS	531	55.74
MPDB000918	Fungi	ITS	573	54.8
MPDB000919	Fungi	ITS	479	58.04
MPDB000920	Fungi	ITS	503	58.25
MPDB000921	Fungi	ITS	579	56.99
MPDB000922	Fungi	ITS	584	57.02
MPDB000923	Fungi	ITS	233	54.94
MPDB000924	Fungi	ITS	497	58.35
MPDB000925	Fungi	ITS	509	58.74
MPDB000926	Fungi	ITS	862	56.61
MPDB000927	Fungi	ITS	851	56.64
MPDB000928	Fungi	ITS	862	56.61
MPDB000929	Fungi	ITS	864	56.71
MPDB000930	Fungi	ITS	856	56.54
MPDB000931	Fungi	ITS	858	56.53
MPDB000932	Fungi	ITS	857	56.59
MPDB000933	Fungi	ITS	855	56.49
MPDB000934	Fungi	ITS	865	56.65
MPDB000935	Fungi	ITS	866	56.47
MPDB000936	Fungi	ITS	748	54.81
MPDB000937	Fungi	ITS	1053	54.99
MPDB000938	Fungi	ITS	863	56.43
MPDB000939	Fungi	ITS	865	56.53
MPDB000940	Fungi	ITS	861	56.56
MPDB000941	Fungi	ITS	859	56.46
MPDB000942	Fungi	ITS	858	56.53
MPDB000943	Fungi	ITS	853	56.62
MPDB000944	Fungi	ITS	854	56.56
MPDB000945	Fungi	ITS	805	55.53
MPDB000946	Fungi	ITS	857	56.48
MPDB000947	Fungi	ITS	867	56.52
MPDB000948	Fungi	ITS	857	56.36
MPDB000949	Fungi	ITS	550	57.64
MPDB000950	Fungi	ITS	586	57.17
MPDB000951	Fungi	ITS	481	58.63
MPDB000952	Fungi	ITS	515	57.67
MPDB000953	Fungi	ITS	552	57.97
MPDB000954	Fungi	ITS	492	58.94
MPDB000955	Fungi	ITS	312	54.49
MPDB000956	Fungi	ITS	537	57.73
MPDB000957	Fungi	ITS	539	57.7
MPDB000958	Fungi	ITS	594	58.08
MPDB000959	Fungi	ITS	530	57.92
MPDB000960	Fungi	ITS	533	57.97
MPDB000961	Fungi	ITS	523	57.93
MPDB000962	Fungi	ITS	530	57.92
MPDB000963	Fungi	ITS	740	48.51
MPDB000964	Fungi	ITS	521	47.6
MPDB000965	Fungi	ITS	606	48.51
MPDB000966	Fungi	ITS	606	48.84
MPDB000967	Fungi	ITS	600	48.5
MPDB000968	Fungi	ITS	604	48.34
MPDB000969	Fungi	ITS	463	47.52
MPDB000970	Fungi	ITS	575	47.65
MPDB000971	Fungi	ITS	609	46.8
MPDB000972	Fungi	ITS	482	46.89
MPDB000973	Fungi	ITS	576	46.18
MPDB000974	Fungi	ITS	518	46.33
MPDB000975	Fungi	ITS	562	47.15
MPDB000976	Fungi	ITS	593	47.05
MPDB000977	Fungi	ITS	567	46.21
MPDB000978	Fungi	ITS	566	47.17
MPDB000979	Fungi	ITS	529	46.12
MPDB000980	Fungi	ITS	569	47.1
MPDB000981	Fungi	ITS	459	47.49
MPDB000982	Fungi	ITS	485	47.63
MPDB000983	Fungi	ITS	508	45.47
MPDB000984	Fungi	ITS	485	48.25
MPDB000985	Fungi	ITS	579	46.8
MPDB000986	Fungi	ITS	561	47.06
MPDB000987	Fungi	ITS	502	47.21
MPDB000988	Fungi	ITS	603	46.93
MPDB000989	Fungi	ITS	557	47.22
MPDB000990	Fungi	ITS	505	47.13
MPDB000991	Fungi	ITS	563	46.0
MPDB000992	Fungi	ITS	497	48.29
MPDB000993	Fungi	ITS	539	46.94
MPDB000994	Fungi	ITS	536	46.46
MPDB000995	Fungi	ITS	571	46.06
MPDB000996	Fungi	ITS	545	47.71
MPDB000997	Fungi	ITS	577	47.14
MPDB000998	Fungi	ITS	550	47.45
MPDB000999	Fungi	ITS	542	47.42
MPDB001000	Fungi	ITS	501	47.9
MPDB001001	Fungi	ITS	469	47.33
MPDB001002	Fungi	ITS	573	47.99
MPDB001003	Fungi	ITS	545	47.16
MPDB001004	Fungi	ITS	546	47.25
MPDB001005	Fungi	ITS	543	47.51
MPDB001006	Fungi	ITS	543	47.33
MPDB001007	Fungi	ITS	542	47.23
MPDB001008	Fungi	ITS	489	47.44
MPDB001009	Fungi	ITS	515	48.54
MPDB001010	Fungi	ITS	487	48.25
MPDB001011	Fungi	ITS	487	48.25
MPDB001012	Fungi	ITS	502	47.61
MPDB001013	Fungi	ITS	481	47.82
MPDB001014	Fungi	ITS	479	48.02
MPDB001015	Fungi	ITS	476	47.69
MPDB001016	Fungi	ITS	601	49.42
MPDB001017	Fungi	ITS	601	48.75
MPDB001018	Fungi	ITS	491	48.27
MPDB001019	Fungi	ITS	471	47.98
MPDB001020	Fungi	ITS	491	47.05
MPDB001021	Fungi	ITS	481	47.82
MPDB001022	Fungi	ITS	601	49.25
MPDB001023	Fungi	ITS	471	47.77
MPDB001024	Fungi	ITS	586	47.61
MPDB001025	Fungi	ITS	476	47.69
MPDB001026	Fungi	ITS	410	46.59
MPDB001027	Fungi	ITS	503	47.71
MPDB001028	Fungi	ITS	492	47.76
MPDB001029	Fungi	ITS	549	47.72
MPDB001030	Fungi	ITS	428	47.66
MPDB001031	Fungi	ITS	189	50.26
MPDB001032	Fungi	ITS	219	48.86
MPDB001033	Fungi	ITS	487	47.64
MPDB001034	Fungi	ITS	546	50.55
MPDB001035	Fungi	ITS	529	46.69
MPDB001036	Fungi	ITS	474	49.16
MPDB001037	Fungi	ITS	582	47.08
MPDB001038	Fungi	ITS	521	47.41
MPDB001039	Fungi	ITS	634	55.36
MPDB001040	Fungi	ITS	631	54.83
MPDB001041	Fungi	ITS	609	54.84
MPDB001042	Fungi	ITS	637	55.57
MPDB001043	Fungi	ITS	615	54.31
MPDB001044	Fungi	ITS	639	55.71
MPDB001045	Fungi	ITS	472	52.97
MPDB001046	Fungi	ITS	624	54.97
MPDB001047	Fungi	ITS	638	54.86
MPDB001048	Fungi	ITS	629	55.17
MPDB001049	Fungi	ITS	629	55.17
MPDB001050	Fungi	ITS	559	56.17
MPDB001051	Fungi	ITS	679	57.0
MPDB001052	Fungi	ITS	634	55.21
MPDB001053	Fungi	ITS	638	54.39
MPDB001054	Fungi	ITS	616	55.36
MPDB001055	Fungi	ITS	430	53.95
MPDB001056	Fungi	ITS	618	54.53
MPDB001057	Fungi	ITS	679	55.67
MPDB001058	Fungi	ITS	639	55.09
MPDB001059	Fungi	ITS	674	54.6
MPDB001060	Fungi	ITS	520	41.54
MPDB001061	Fungi	ITS	632	55.38
MPDB001062	Fungi	ITS	642	55.3
MPDB001063	Fungi	ITS	637	55.1
MPDB001064	Fungi	ITS	632	55.38
MPDB001065	Fungi	ITS	638	55.49
MPDB001066	Fungi	ITS	631	55.31
MPDB001067	Fungi	ITS	290	54.48
MPDB001068	Fungi	ITS	658	54.86
MPDB001069	Fungi	ITS	640	54.53
MPDB001070	Fungi	ITS	640	55.94
MPDB001071	Fungi	ITS	215	45.12
MPDB001072	Fungi	ITS	317	52.05
MPDB001073	Fungi	ITS	320	51.56
MPDB001074	Fungi	ITS	298	52.68
MPDB001075	Fungi	ITS	318	51.89
MPDB001076	Fungi	ITS	327	51.99
MPDB001077	Fungi	ITS	202	47.52
MPDB001078	Fungi	ITS	306	51.96
MPDB001079	Fungi	ITS	613	55.95
MPDB001080	Fungi	ITS	613	42.9
MPDB001081	Fungi	ITS	520	55.58
MPDB001082	Fungi	ITS	505	48.91
MPDB001083	Fungi	ITS	539	49.91
MPDB001084	Fungi	ITS	541	49.35
MPDB001085	Fungi	ITS	552	48.73
MPDB001086	Fungi	ITS	555	49.01
MPDB001087	Fungi	ITS	542	49.08
MPDB001088	Fungi	ITS	543	49.54
MPDB001089	Fungi	ITS	553	49.19
MPDB001090	Fungi	ITS	538	49.44
MPDB001091	Fungi	ITS	552	49.64
MPDB001092	Fungi	ITS	558	49.46
MPDB001093	Fungi	ITS	551	49.73
MPDB001094	Fungi	ITS	557	49.91
MPDB001095	Fungi	ITS	538	48.88
MPDB001096	Fungi	ITS	537	49.53
MPDB001097	Fungi	ITS	554	49.82
MPDB001098	Fungi	ITS	536	49.25
MPDB001099	Fungi	ITS	547	49.54
MPDB001100	Fungi	ITS	539	49.72
MPDB001101	Fungi	ITS	555	49.37
MPDB001102	Fungi	ITS	559	49.02
MPDB001103	Fungi	ITS	551	50.27
MPDB001104	Fungi	ITS	552	49.82
MPDB001105	Fungi	ITS	550	49.27
MPDB001106	Fungi	ITS	556	49.82
MPDB001107	Fungi	ITS	556	50.54
MPDB001108	Fungi	ITS	558	50.0
MPDB001109	Fungi	ITS	553	49.55
MPDB001110	Fungi	ITS	551	49.55
MPDB001111	Fungi	ITS	552	49.64
MPDB001112	Fungi	ITS	540	49.44
MPDB001113	Fungi	ITS	549	49.54
MPDB001114	Fungi	ITS	541	49.17
MPDB001115	Fungi	ITS	538	49.63
MPDB001116	Fungi	ITS	551	48.82
MPDB001117	Fungi	ITS	540	49.63
MPDB001118	Fungi	ITS	538	49.26
MPDB001119	Fungi	ITS	538	49.07
MPDB001120	Fungi	ITS	505	49.11
MPDB001121	Fungi	ITS	471	48.2
MPDB001122	Fungi	ITS	489	49.08
MPDB001123	Fungi	ITS	500	49.0
MPDB001124	Fungi	ITS	524	49.05
MPDB001125	Fungi	ITS	571	46.23
MPDB001126	Fungi	ITS	569	46.05
MPDB001127	Fungi	ITS	575	46.09
MPDB001128	Fungi	ITS	573	46.77
MPDB001129	Fungi	ITS	456	45.83
MPDB001130	Fungi	ITS	552	46.38
MPDB001131	Fungi	ITS	437	46.22
MPDB001132	Fungi	ITS	1337	49.21
MPDB001133	Fungi	ITS	1280	49.22
MPDB001134	Fungi	ITS	576	45.66
MPDB001135	Fungi	ITS	577	46.1
MPDB001136	Fungi	ITS	560	46.79
MPDB001137	Fungi	ITS	575	45.91
MPDB001138	Fungi	ITS	549	45.36
MPDB001139	Fungi	ITS	721	47.43
MPDB001140	Fungi	ITS	502	46.02
MPDB001141	Fungi	ITS	572	46.33
MPDB001142	Fungi	ITS	541	45.84
MPDB001143	Fungi	ITS	547	45.89
MPDB001144	Fungi	ITS	531	45.76
MPDB001145	Fungi	ITS	559	40.97
MPDB001146	Fungi	ITS	533	45.59
MPDB001147	Fungi	ITS	527	45.54
MPDB001148	Fungi	ITS	540	46.3
MPDB001149	Fungi	ITS	457	46.39
MPDB001150	Fungi	ITS	561	46.17
MPDB001151	Fungi	ITS	505	45.74
MPDB001152	Fungi	ITS	514	45.72
MPDB001153	Fungi	ITS	509	46.37
MPDB001154	Fungi	ITS	532	46.24
MPDB001155	Fungi	ITS	535	46.36
MPDB001156	Fungi	ITS	489	46.42
MPDB001157	Fungi	ITS	528	46.4
MPDB001158	Fungi	ITS	547	46.25
MPDB001159	Fungi	ITS	514	45.53
MPDB001160	Fungi	ITS	550	46.36
MPDB001161	Fungi	ITS	477	45.28
MPDB001162	Fungi	ITS	573	46.07
MPDB001163	Fungi	ITS	586	45.73
MPDB001164	Fungi	ITS	552	46.01
MPDB001165	Fungi	ITS	545	45.5
MPDB001166	Fungi	ITS	839	47.79
MPDB001167	Fungi	ITS	558	46.06
MPDB001168	Fungi	ITS	518	43.82
MPDB001169	Fungi	ITS	541	46.03
MPDB001170	Fungi	ITS	569	46.22
MPDB001171	Fungi	ITS	530	45.85
MPDB001172	Fungi	ITS	533	46.53
MPDB001173	Fungi	ITS	537	46.18
MPDB001174	Fungi	ITS	571	46.06
MPDB001175	Fungi	ITS	524	47.14
MPDB001176	Fungi	ITS	539	45.64
MPDB001177	Fungi	ITS	426	45.77
MPDB001178	Fungi	ITS	457	45.08
MPDB001179	Fungi	ITS	530	45.85
MPDB001180	Fungi	ITS	528	45.83
MPDB001181	Fungi	ITS	528	46.02
MPDB001182	Fungi	ITS	536	45.9
MPDB001183	Fungi	ITS	530	45.85
MPDB001184	Fungi	ITS	456	45.18
MPDB001185	Fungi	ITS	429	45.69
MPDB001186	Fungi	ITS	499	45.49
MPDB001187	Fungi	ITS	532	46.62
