seqid	taxid	species	category	accession	length	source	original_header
MPDB000130	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728274.1	451	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728274.1 FR728274.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG3699
MPDB000131	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728275.1	448	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728275.1 FR728275.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG3700
MPDB000132	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728278.1	454	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728278.1 FR728278.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG5625
MPDB000133	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728287.1	451	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728287.1 FR728287.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG7177
MPDB000134	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728302.1	438	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728302.1 FR728302.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG7285
MPDB000135	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728312.1	450	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728312.1 FR728312.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG7174
MPDB000136	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728313.1	273	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728313.1 FR728313.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG5627T
MPDB000137	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	FR728317.1	452	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|FR728317.1 FR728317.1 Clavibacter michiganensis subsp. nebraskensis partial 16S rRNA gene, strain LMG5630
MPDB000138	31963	Clavibacter michiganensis subsp. nebraskensis	bacteria	U09763.1	1478	reference	31963|Clavibacter michiganensis subsp. nebraskensis|bacteria|高斯细菌性枯萎病/叶枯病 U09763.1 Clavibacter michiganensis nebraskensis LMG 5627 16S rRNA
MPDB000139	321	Pseudomonas syringae pv. syringae	bacteria	AM399036.1	1479	reference	321|Pseudomonas syringae pv. syringae|bacteria|细菌性褐斑病 (Holcus spot) AM399036.1 Pseudomonas syringae pv. syringae 16S rRNA gene, strain NCPPB 3869
MPDB000140	321	Pseudomonas syringae pv. syringae	bacteria	LN849855.1	917	reference	321|Pseudomonas syringae pv. syringae|bacteria|LN849855.1 LN849855.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain NCPPB 281
MPDB000141	321	Pseudomonas syringae pv. syringae	bacteria	LN876273.1	584	reference	321|Pseudomonas syringae pv. syringae|bacteria|LN876273.1 LN876273.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain EC2
MPDB000142	321	Pseudomonas syringae pv. syringae	bacteria	LN876274.1	584	reference	321|Pseudomonas syringae pv. syringae|bacteria|LN876274.1 LN876274.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain EC3
MPDB000143	321	Pseudomonas syringae pv. syringae	bacteria	LN876276.1	584	reference	321|Pseudomonas syringae pv. syringae|bacteria|LN876276.1 LN876276.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain EC22
MPDB000144	321	Pseudomonas syringae pv. syringae	bacteria	LN876277.1	584	reference	321|Pseudomonas syringae pv. syringae|bacteria|LN876277.1 LN876277.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain EC23
MPDB000145	321	Pseudomonas syringae pv. syringae	bacteria	LN876278.1	584	reference	321|Pseudomonas syringae pv. syringae|bacteria|LN876278.1 LN876278.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain EC24
MPDB000146	321	Pseudomonas syringae pv. syringae	bacteria	LN876279.1	584	reference	321|Pseudomonas syringae pv. syringae|bacteria|LN876279.1 LN876279.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain EC33
MPDB000147	321	Pseudomonas syringae pv. syringae	bacteria	LS991860.1	1383	reference	321|Pseudomonas syringae pv. syringae|bacteria|细菌性褐斑病 (Holcus spot) LS991860.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, strain 1439
MPDB000148	321	Pseudomonas syringae pv. syringae	bacteria	LT630486.1	960	reference	321|Pseudomonas syringae pv. syringae|bacteria|LT630486.1 LT630486.1 Pseudomonas syringae pv. syringae partial 16S rRNA gene, isolate EC122
MPDB000149	40324	Stenotrophomonas maltophilia	bacteria	LC583236.1	837	reference	40324|Stenotrophomonas maltophilia|bacteria|LC583236.1 LC583236.1 Stenotrophomonas maltophilia AO-N(-)2 gene for 16S rRNA, partial sequence
MPDB000150	40324	Stenotrophomonas maltophilia	bacteria	LC595315.1	1467	reference	40324|Stenotrophomonas maltophilia|bacteria|LC595315.1 LC595315.1 Stenotrophomonas maltophilia JCM:20151 gene for 16S rRNA, partial sequence
MPDB000151	40324	Stenotrophomonas maltophilia	bacteria	LC595316.1	1467	reference	40324|Stenotrophomonas maltophilia|bacteria|LC595316.1 LC595316.1 Stenotrophomonas maltophilia JCM:20156 gene for 16S rRNA, partial sequence
MPDB000152	40324	Stenotrophomonas maltophilia	bacteria	LC616394.1	1105	reference	40324|Stenotrophomonas maltophilia|bacteria|LC616394.1 LC616394.1 Stenotrophomonas maltophilia KKU-CLD-4.3-3-1 16S rRNA, partial sequence
MPDB000153	40324	Stenotrophomonas maltophilia	bacteria	LC699795.1	1385	reference	40324|Stenotrophomonas maltophilia|bacteria|LC699795.1 LC699795.1 Stenotrophomonas maltophilia QNG02 gene for 16S rRNA, partial sequence
MPDB000154	40324	Stenotrophomonas maltophilia	bacteria	LC716956.1	709	reference	40324|Stenotrophomonas maltophilia|bacteria|LC716956.1 LC716956.1 Stenotrophomonas maltophilia 11_64_soilAgar gene for 16S rRNA, partial sequence
MPDB000155	40324	Stenotrophomonas maltophilia	bacteria	LC716963.1	709	reference	40324|Stenotrophomonas maltophilia|bacteria|LC716963.1 LC716963.1 Stenotrophomonas maltophilia 11_80_soilAgar gene for 16S rRNA, partial sequence
MPDB000156	40324	Stenotrophomonas maltophilia	bacteria	LC716966.1	421	reference	40324|Stenotrophomonas maltophilia|bacteria|LC716966.1 LC716966.1 Stenotrophomonas maltophilia 11_85_soilAgar gene for 16S rRNA, partial sequence
MPDB000157	40324	Stenotrophomonas maltophilia	bacteria	LC717005.1	709	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717005.1 LC717005.1 Stenotrophomonas maltophilia 12_58_soilAgar gene for 16S rRNA, partial sequence
MPDB000158	40324	Stenotrophomonas maltophilia	bacteria	LC717006.1	699	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717006.1 LC717006.1 Stenotrophomonas maltophilia 12_62_soilAgar gene for 16S rRNA, partial sequence
MPDB000159	40324	Stenotrophomonas maltophilia	bacteria	LC717014.1	700	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717014.1 LC717014.1 Stenotrophomonas maltophilia 12_81_soilAgar gene for 16S rRNA, partial sequence
MPDB000160	40324	Stenotrophomonas maltophilia	bacteria	LC717015.1	709	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717015.1 LC717015.1 Stenotrophomonas maltophilia 12_82_soilAgar gene for 16S rRNA, partial sequence
MPDB000161	40324	Stenotrophomonas maltophilia	bacteria	LC717019.1	699	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717019.1 LC717019.1 Stenotrophomonas maltophilia 12_86_soilAgar gene for 16S rRNA, partial sequence
MPDB000162	40324	Stenotrophomonas maltophilia	bacteria	LC717023.1	699	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717023.1 LC717023.1 Stenotrophomonas maltophilia 12_95_soilAgar gene for 16S rRNA, partial sequence
MPDB000163	40324	Stenotrophomonas maltophilia	bacteria	LC717024.1	689	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717024.1 LC717024.1 Stenotrophomonas maltophilia 12_96_soilAgar gene for 16S rRNA, partial sequence
MPDB000164	40324	Stenotrophomonas maltophilia	bacteria	LC717095.1	709	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717095.1 LC717095.1 Stenotrophomonas maltophilia 62_81_soilAgar gene for 16S rRNA, partial sequence
MPDB000165	40324	Stenotrophomonas maltophilia	bacteria	LC717100.1	709	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717100.1 LC717100.1 Stenotrophomonas maltophilia 62_86_soilAgar gene for 16S rRNA, partial sequence
MPDB000166	40324	Stenotrophomonas maltophilia	bacteria	LC717102.1	689	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717102.1 LC717102.1 Stenotrophomonas maltophilia 62_88_soilAgar gene for 16S rRNA, partial sequence
MPDB000167	40324	Stenotrophomonas maltophilia	bacteria	LC717103.1	699	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717103.1 LC717103.1 Stenotrophomonas maltophilia 62_89_soilAgar gene for 16S rRNA, partial sequence
MPDB000168	40324	Stenotrophomonas maltophilia	bacteria	LC717144.1	216	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717144.1 LC717144.1 Stenotrophomonas maltophilia 68_62_soilAgar gene for 16S rRNA, partial sequence
MPDB000169	40324	Stenotrophomonas maltophilia	bacteria	LC717149.1	558	reference	40324|Stenotrophomonas maltophilia|bacteria|LC717149.1 LC717149.1 Stenotrophomonas maltophilia 68_67_soilAgar gene for 16S rRNA, partial sequence
MPDB000170	40324	Stenotrophomonas maltophilia	bacteria	LC735262.1	1410	reference	40324|Stenotrophomonas maltophilia|bacteria|LC735262.1 LC735262.1 Stenotrophomonas maltophilia PS1 gene for 16S rRNA, partial sequence
MPDB000171	40324	Stenotrophomonas maltophilia	bacteria	LC737962.1	1285	reference	40324|Stenotrophomonas maltophilia|bacteria|LC737962.1 LC737962.1 Stenotrophomonas maltophilia SK6611 gene for 16S rRNA, partial sequence
MPDB000172	40324	Stenotrophomonas maltophilia	bacteria	LC764400.1	973	reference	40324|Stenotrophomonas maltophilia|bacteria|LC764400.1 LC764400.1 Stenotrophomonas maltophilia AAE gene for 16S rRNA, partial sequence
MPDB000173	40324	Stenotrophomonas maltophilia	bacteria	LC773897.1	853	reference	40324|Stenotrophomonas maltophilia|bacteria|LC773897.1 LC773897.1 Stenotrophomonas maltophilia AW T2 gene for 16S rRNA, partial sequence
MPDB000174	40324	Stenotrophomonas maltophilia	bacteria	LC773931.1	823	reference	40324|Stenotrophomonas maltophilia|bacteria|LC773931.1 LC773931.1 Stenotrophomonas maltophilia BW T2 gene for 16S rRNA, partial sequence
MPDB000175	40324	Stenotrophomonas maltophilia	bacteria	LC775012.1	822	reference	40324|Stenotrophomonas maltophilia|bacteria|LC775012.1 LC775012.1 Stenotrophomonas maltophilia sm-RA9 gene for 16S rRNA, partial sequence
MPDB000176	40324	Stenotrophomonas maltophilia	bacteria	LC779707.1	1485	reference	40324|Stenotrophomonas maltophilia|bacteria|LC779707.1 LC779707.1 Stenotrophomonas maltophilia HVK4 gene for 16S rRNA, partial sequence
MPDB000177	40324	Stenotrophomonas maltophilia	bacteria	LC779708.1	1482	reference	40324|Stenotrophomonas maltophilia|bacteria|LC779708.1 LC779708.1 Stenotrophomonas maltophilia MTCC 434 HVK5 gene for 16S rRNA, partial sequence
MPDB000178	40324	Stenotrophomonas maltophilia	bacteria	LC790010.1	1025	reference	40324|Stenotrophomonas maltophilia|bacteria|LC790010.1 LC790010.1 Stenotrophomonas maltophilia RB-23 gene for 16S rRNA, partial sequence
MPDB000179	40324	Stenotrophomonas maltophilia	bacteria	LC836061.1	560	reference	40324|Stenotrophomonas maltophilia|bacteria|LC836061.1 LC836061.1 Stenotrophomonas maltophilia SN-NT1 gene for 16S rRNA, partial sequence
MPDB000180	40324	Stenotrophomonas maltophilia	bacteria	LC836062.1	650	reference	40324|Stenotrophomonas maltophilia|bacteria|LC836062.1 LC836062.1 Stenotrophomonas maltophilia SN-NT2 gene for 16S rRNA, partial sequence
MPDB000181	40324	Stenotrophomonas maltophilia	bacteria	LC875547.1	898	reference	40324|Stenotrophomonas maltophilia|bacteria|LC875547.1 LC875547.1 Stenotrophomonas maltophilia W9-6 gene for 16S rRNA, partial sequence
MPDB000182	40324	Stenotrophomonas maltophilia	bacteria	LC875551.1	1482	reference	40324|Stenotrophomonas maltophilia|bacteria|LC875551.1 LC875551.1 Stenotrophomonas maltophilia W9-10 gene for 16S rRNA, partial sequence
MPDB000183	40324	Stenotrophomonas maltophilia	bacteria	LC875552.1	1494	reference	40324|Stenotrophomonas maltophilia|bacteria|LC875552.1 LC875552.1 Stenotrophomonas maltophilia W9-12 gene for 16S rRNA, partial sequence
MPDB000184	40324	Stenotrophomonas maltophilia	bacteria	LC875554.1	1494	reference	40324|Stenotrophomonas maltophilia|bacteria|LC875554.1 LC875554.1 Stenotrophomonas maltophilia W9-14 gene for 16S rRNA, partial sequence
MPDB000185	40324	Stenotrophomonas maltophilia	bacteria	LC875555.1	1488	reference	40324|Stenotrophomonas maltophilia|bacteria|LC875555.1 LC875555.1 Stenotrophomonas maltophilia W9-15 gene for 16S rRNA, partial sequence
MPDB000186	40324	Stenotrophomonas maltophilia	bacteria	LC875559.1	1494	reference	40324|Stenotrophomonas maltophilia|bacteria|LC875559.1 LC875559.1 Stenotrophomonas maltophilia W10-5 gene for 16S rRNA, partial sequence
MPDB000187	40324	Stenotrophomonas maltophilia	bacteria	LC925143.1	1404	reference	40324|Stenotrophomonas maltophilia|bacteria|茎腐病/叶斑病（偶发，条件致病） LC925143.1 Stenotrophomonas maltophilia SF9 gene for 16S rRNA, partial sequence
MPDB000188	40324	Stenotrophomonas maltophilia	bacteria	LR862426.1	499	reference	40324|Stenotrophomonas maltophilia|bacteria|LR862426.1 LR862426.1 Stenotrophomonas maltophilia partial 16S rRNA gene, isolate 9051811404
MPDB000189	40324	Stenotrophomonas maltophilia	bacteria	LR862431.1	315	reference	40324|Stenotrophomonas maltophilia|bacteria|LR862431.1 LR862431.1 Stenotrophomonas maltophilia partial 16S rRNA gene, isolate 9051811580
MPDB000190	40324	Stenotrophomonas maltophilia	bacteria	OZ371428.1	1413	reference	40324|Stenotrophomonas maltophilia|bacteria|茎腐病/叶斑病（偶发，条件致病） OZ371428.1 Stenotrophomonas maltophilia partial 16S rRNA gene
MPDB000191	40324	Stenotrophomonas maltophilia	bacteria	OZ371454.1	1406	reference	40324|Stenotrophomonas maltophilia|bacteria|茎腐病/叶斑病（偶发，条件致病） OZ371454.1 Stenotrophomonas maltophilia partial 16S rRNA gene
MPDB000192	53407	Pseudomonas asplenii	bacteria	AB021381.1	1503	reference	53407|Pseudomonas asplenii （Pseudomonas fuscovaginae ）|bacteria|鞘褐腐病 AB021381.1 Pseudomonas asplenii gene for 16S rRNA, strain: MAFF 301177
MPDB000193	53407	Pseudomonas asplenii	bacteria	AB021397.1	1503	reference	53407|Pseudomonas asplenii （Pseudomonas fuscovaginae ）|bacteria|鞘褐腐病 AB021397.1 Pseudomonas asplenii gene for 16S rRNA, strain: ATCC 23835
MPDB000194	53407	Pseudomonas asplenii	bacteria	AJ288296.1	175	reference	53407|Pseudomonas asplenii|bacteria|AJ288296.1 AJ288296.1 Pseudomonas asplenii 16S rRNA gene, isolate UK3
MPDB000195	53407	Pseudomonas asplenii	bacteria	HE586387.1	1498	reference	53407|Pseudomonas asplenii （Pseudomonas fuscovaginae ）|bacteria|鞘褐腐病 HE586387.1 Pseudomonas asplenii partial 16S rRNA gene, strain LMG 5147
MPDB000196	53407	Pseudomonas asplenii	bacteria	HF936978.1	780	reference	53407|Pseudomonas asplenii|bacteria|HF936978.1 HF936978.1 Pseudomonas fuscovaginae partial 16S rRNA gene, isolate 2P1G4
MPDB000197	53407	Pseudomonas asplenii	bacteria	Z76655.1	1491	reference	53407|Pseudomonas asplenii|bacteria|Z76655.1 Z76655.1 P.asplenii 16S rRNA gene
MPDB000198	549	Pantoea agglomerans	bacteria	HE588003.1	889	reference	549|Pantoea agglomerans|bacteria|HE588003.1 HE588003.1 Pantoea agglomerans partial 16S rRNA gene, isolate C1 1157
MPDB000199	549	Pantoea agglomerans	bacteria	HE613764.1	846	reference	549|Pantoea agglomerans|bacteria|HE613764.1 HE613764.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 1480
MPDB000200	549	Pantoea agglomerans	bacteria	HE613771.1	877	reference	549|Pantoea agglomerans|bacteria|HE613771.1 HE613771.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 1495
MPDB000201	549	Pantoea agglomerans	bacteria	HE613777.1	959	reference	549|Pantoea agglomerans|bacteria|HE613777.1 HE613777.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 1486
MPDB000202	549	Pantoea agglomerans	bacteria	HE613778.1	920	reference	549|Pantoea agglomerans|bacteria|HE613778.1 HE613778.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 1489
MPDB000203	549	Pantoea agglomerans	bacteria	HE647624.1	953	reference	549|Pantoea agglomerans|bacteria|HE647624.1 HE647624.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 968
MPDB000204	549	Pantoea agglomerans	bacteria	HE648132.1	887	reference	549|Pantoea agglomerans|bacteria|HE648132.1 HE648132.1 Pantoea agglomerans partial 16S rRNA gene, strain C1 11137
MPDB000205	549	Pantoea agglomerans	bacteria	HE648133.1	239	reference	549|Pantoea agglomerans|bacteria|HE648133.1 HE648133.1 Pantoea agglomerans partial 16S rRNA gene, strain O5 11106
MPDB000206	549	Pantoea agglomerans	bacteria	HE648134.1	900	reference	549|Pantoea agglomerans|bacteria|HE648134.1 HE648134.1 Pantoea agglomerans partial 16S rRNA gene, strain C1 11138
MPDB000207	549	Pantoea agglomerans	bacteria	HE653017.1	698	reference	549|Pantoea agglomerans|bacteria|HE653017.1 HE653017.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 956
MPDB000208	549	Pantoea agglomerans	bacteria	HE653018.1	743	reference	549|Pantoea agglomerans|bacteria|HE653018.1 HE653018.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 1484
MPDB000209	549	Pantoea agglomerans	bacteria	HE653021.1	620	reference	549|Pantoea agglomerans|bacteria|HE653021.1 HE653021.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 1492
MPDB000210	549	Pantoea agglomerans	bacteria	HE653022.1	655	reference	549|Pantoea agglomerans|bacteria|HE653022.1 HE653022.1 Pantoea agglomerans partial 16S rRNA gene, strain LPPA 1493
MPDB000211	549	Pantoea agglomerans	bacteria	HE661627.2	1008	reference	549|Pantoea agglomerans|bacteria|HE661627.2 HE661627.2 Pantoea agglomerans partial 16S rRNA gene, strain WP-5, isolate 25
MPDB000212	549	Pantoea agglomerans	bacteria	HE716932.1	1420	reference	549|Pantoea agglomerans|bacteria|HE716932.1 HE716932.1 Pantoea agglomerans partial 16S rRNA gene, strain LHR-06
MPDB000213	549	Pantoea agglomerans	bacteria	HF566261.1	954	reference	549|Pantoea agglomerans|bacteria|HF566261.1 HF566261.1 Pantoea agglomerans partial 16S rRNA gene, isolate EB17
MPDB000214	549	Pantoea agglomerans	bacteria	HF566262.1	901	reference	549|Pantoea agglomerans|bacteria|HF566262.1 HF566262.1 Pantoea agglomerans partial 16S rRNA gene, isolate EB33
MPDB000215	549	Pantoea agglomerans	bacteria	HF566263.1	946	reference	549|Pantoea agglomerans|bacteria|HF566263.1 HF566263.1 Pantoea agglomerans partial 16S rRNA gene, isolate EC32
MPDB000216	549	Pantoea agglomerans	bacteria	HF566264.1	949	reference	549|Pantoea agglomerans|bacteria|HF566264.1 HF566264.1 Pantoea agglomerans partial 16S rRNA gene, isolate EC35
MPDB000217	549	Pantoea agglomerans	bacteria	HF584957.1	1033	reference	549|Pantoea agglomerans|bacteria|HF584957.1 HF584957.1 Pantoea agglomerans partial 16S rRNA gene, isolate BFDP-E08
MPDB000218	549	Pantoea agglomerans	bacteria	HF584963.1	971	reference	549|Pantoea agglomerans|bacteria|HF584963.1 HF584963.1 Pantoea agglomerans partial 16S rRNA gene, isolate BFDP-E17
MPDB000219	549	Pantoea agglomerans	bacteria	HF584964.1	996	reference	549|Pantoea agglomerans|bacteria|HF584964.1 HF584964.1 Pantoea agglomerans partial 16S rRNA gene, isolate BFDP-E18
MPDB000220	549	Pantoea agglomerans	bacteria	HF584965.1	988	reference	549|Pantoea agglomerans|bacteria|HF584965.1 HF584965.1 Pantoea agglomerans partial 16S rRNA gene, isolate BFDP-E19
MPDB000221	549	Pantoea agglomerans	bacteria	HF584969.1	967	reference	549|Pantoea agglomerans|bacteria|HF584969.1 HF584969.1 Pantoea agglomerans partial 16S rRNA gene, isolate BFDP-E24
MPDB000222	549	Pantoea agglomerans	bacteria	HF584972.1	1035	reference	549|Pantoea agglomerans|bacteria|HF584972.1 HF584972.1 Pantoea agglomerans partial 16S rRNA gene, isolate BFDP-R03
MPDB000223	549	Pantoea agglomerans	bacteria	HF584996.1	972	reference	549|Pantoea agglomerans|bacteria|HF584996.1 HF584996.1 Pantoea agglomerans partial 16S rRNA gene, isolate BFDP-S03
