seqid	taxid	species	category	accession	length	n_count	ambiguous_count	ambiguous_bases	header_format_ok	marker_consistent	notes
MPDB000696	221262	Potyvirus pennisseti	viruses	JX070148.1	9613	0	0		True	True	
MPDB000697	221262	Potyvirus pennisseti	viruses	JX070149.1	9613	0	0		True	True	
MPDB000698	221262	Potyvirus pennisseti	viruses	JX070150.1	9613	0	0		True	True	
MPDB000699	221262	Potyvirus pennisseti	viruses	JX070151.1	9613	0	0		True	True	
MPDB000700	221262	Potyvirus pennisseti	viruses	JX070152.1	9613	0	0		True	True	
MPDB000701	221262	Potyvirus pennisseti	viruses	JX070153.1	9613	0	0		True	True	
MPDB000702	221262	Potyvirus pennisseti	viruses	JX070154.1	9613	0	0		True	True	
MPDB000703	221262	Potyvirus pennisseti	viruses	JX070155.1	9613	0	0		True	True	
MPDB000704	221262	Potyvirus pennisseti	viruses	JX070156.1	9613	0	0		True	True	
MPDB000705	221262	Potyvirus pennisseti	viruses	JX070157.1	9613	0	0		True	True	
MPDB000706	221262	Potyvirus pennisseti	viruses	KX660769.1	9611	0	0		True	True	
MPDB000707	221262	Potyvirus pennisseti	viruses	NC_007147.1	9611	0	0		True	True	
MPDB000708	2545470	Betacytorhabdovirus hordei	viruses	MH717815.1	12651	0	0		True	True	
MPDB000709	2557970	Mastrevirus fulleri	viruses	MK329301.1	2846	0	0		True	True	
MPDB000710	2557970	Mastrevirus fulleri	viruses	MK329302.1	2846	0	0		True	True	
MPDB000711	2557970	Mastrevirus fulleri	viruses	MK329303.1	2846	0	0		True	True	
MPDB000712	2557970	Mastrevirus fulleri	viruses	NC_055519.1	2842	0	0		True	True	
MPDB000713	279896	Alphanucleorhabdovirus maydis	viruses	NC_005975.1	12133	0	3	MS	True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000714	279896	Alphanucleorhabdovirus maydis	viruses	MK828539.1	12170	0	0		True	True	
MPDB000715	279896	Alphanucleorhabdovirus maydis	viruses	NC_005975.1	12133	0	3	MS	True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000716	2964312	Gammanucleorhabdovirus cerealis	viruses	NC_117253.1	13800	0	1	M	True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000717	2964312	Gammanucleorhabdovirus cerealis	viruses	NC_117253.1	13800	0	1	M	True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000718	3052763	Tenuivirus oryzaclavatae	viruses	PZ126585.1	3516	0	0		True	True	
MPDB000719	3052763	Tenuivirus oryzaclavatae	viruses	PZ126586.1	2377	0	0		True	True	
MPDB000720	3052763	Tenuivirus oryzaclavatae	viruses	PZ126587.1	2183	0	0		True	True	
MPDB000721	3052767	Tenuivirus zeae	viruses	MW328594.2	3338	0	0		True	True	
MPDB000722	3052767	Tenuivirus zeae	viruses	MW328595.2	2357	0	0		True	True	
MPDB000723	3052767	Tenuivirus zeae	viruses	MW328596.2	2223	0	0		True	True	
MPDB000724	31741	Tritimovirus tritici	viruses	OK181891.1	9410	0	0		True	True	
MPDB000725	31741	Tritimovirus tritici	viruses	OK181892.1	9370	0	0		True	True	
MPDB000726	31741	Tritimovirus tritici	viruses	OK181893.1	9369	0	0		True	True	
MPDB000727	31741	Tritimovirus tritici	viruses	OK181894.1	9311	0	0		True	True	
MPDB000728	31741	Tritimovirus tritici	viruses	OR082783.1	9381	0	0		True	True	
MPDB000729	31741	Tritimovirus tritici	viruses	OR900886.1	9367	0	0		True	True	
MPDB000730	31741	Tritimovirus tritici	viruses	OR900887.1	9359	0	0		True	True	
MPDB000731	31741	Tritimovirus tritici	viruses	OR900888.1	9373	0	0		True	True	
MPDB000732	31741	Tritimovirus tritici	viruses	OR900889.1	9344	0	0		True	True	
MPDB000733	31741	Tritimovirus tritici	viruses	OR900890.1	9375	0	0		True	True	
MPDB000734	31741	Tritimovirus tritici	viruses	OR900891.1	9384	0	0		True	True	
MPDB000735	31741	Tritimovirus tritici	viruses	OR900892.1	9364	0	0		True	True	
MPDB000736	31741	Tritimovirus tritici	viruses	OR900893.1	9300	0	0		True	True	
MPDB000737	31741	Tritimovirus tritici	viruses	OR900894.1	9364	0	0		True	True	
MPDB000738	31741	Tritimovirus tritici	viruses	OR900895.1	9364	0	0		True	True	
MPDB000739	31741	Tritimovirus tritici	viruses	OR900896.1	9370	0	0		True	True	
MPDB000740	31741	Tritimovirus tritici	viruses	OR900897.1	9293	0	0		True	True	
MPDB000741	31741	Tritimovirus tritici	viruses	OR900898.1	9325	0	0		True	True	
MPDB000742	31741	Tritimovirus tritici	viruses	OR900899.1	9374	0	0		True	True	
MPDB000743	31741	Tritimovirus tritici	viruses	OR900900.1	9362	0	0		True	True	
MPDB000744	31741	Tritimovirus tritici	viruses	OR900901.1	9384	0	0		True	True	
MPDB000745	31741	Tritimovirus tritici	viruses	OR900902.1	9373	0	0		True	True	
MPDB000746	31741	Tritimovirus tritici	viruses	OR900903.1	9375	0	0		True	True	
MPDB000747	31741	Tritimovirus tritici	viruses	OR900904.1	9359	0	0		True	True	
MPDB000748	31741	Tritimovirus tritici	viruses	OR900905.1	9368	0	0		True	True	
MPDB000749	31741	Tritimovirus tritici	viruses	OR900906.1	9355	0	0		True	True	
MPDB000750	31741	Tritimovirus tritici	viruses	OR900907.1	9370	0	0		True	True	
MPDB000751	31741	Tritimovirus tritici	viruses	OR900908.1	9364	0	0		True	True	
MPDB000752	31741	Tritimovirus tritici	viruses	OR900909.1	9384	0	0		True	True	
MPDB000753	31741	Tritimovirus tritici	viruses	OR900910.1	9384	0	0		True	True	
MPDB000754	31741	Tritimovirus tritici	viruses	OR900911.1	9384	0	0		True	True	
MPDB000755	31741	Tritimovirus tritici	viruses	OR900912.1	9344	0	0		True	True	
MPDB000756	31741	Tritimovirus tritici	viruses	OR900913.1	9381	0	0		True	True	
MPDB000757	31741	Tritimovirus tritici	viruses	OR900914.1	9370	0	0		True	True	
MPDB000758	31741	Tritimovirus tritici	viruses	OR900915.1	9384	0	0		True	True	
MPDB000759	31741	Tritimovirus tritici	viruses	OR900916.1	9311	0	0		True	True	
MPDB000760	31741	Tritimovirus tritici	viruses	OR900917.1	9373	0	0		True	True	
MPDB000761	31741	Tritimovirus tritici	viruses	OR900918.1	9359	0	0		True	True	
MPDB000762	31741	Tritimovirus tritici	viruses	OR900919.1	9264	0	0		True	True	
MPDB000763	31741	Tritimovirus tritici	viruses	PP856226.1	9381	0	0		True	True	
MPDB000764	31741	Tritimovirus tritici	viruses	PV525500.1	9302	0	0		True	True	
MPDB000765	31741	Tritimovirus tritici	viruses	PV525501.1	9424	0	0		True	True	
MPDB000766	31741	Tritimovirus tritici	viruses	PX738486.1	9384	0	0		True	True	
MPDB000767	31742	Potyvirus halapensis	viruses	KT289893.1	9874	0	0		True	True	
MPDB000768	31742	Potyvirus halapensis	viruses	KT833782.1	9865	0	0		True	True	
MPDB000769	31742	Potyvirus halapensis	viruses	NC_003606.1	9779	0	0		True	True	
MPDB000770	31742	Potyvirus halapensis	viruses	OQ060497.1	9780	0	0		True	True	
MPDB000771	32619	Potyvirus sorghitessellati	viruses	FM997897.1	1867	0	0		True	True	
MPDB000772	32619	Potyvirus sorghitessellati	viruses	FM997898.1	1840	0	0		True	True	
MPDB000773	32619	Potyvirus sorghitessellati	viruses	FM997899.1	1868	0	0		True	True	
MPDB000774	32619	Potyvirus sorghitessellati	viruses	FM997900.1	1867	0	0		True	True	
MPDB000775	32619	Potyvirus sorghitessellati	viruses	FM997901.1	1845	0	0		True	True	
MPDB000776	32619	Potyvirus sorghitessellati	viruses	FM997902.1	1845	0	0		True	True	
MPDB000777	32619	Potyvirus sorghitessellati	viruses	FM997903.1	1845	0	0		True	True	
MPDB000778	32619	Potyvirus sorghitessellati	viruses	FM997904.1	1845	0	0		True	True	
MPDB000779	32619	Potyvirus sorghitessellati	viruses	FM997905.1	1846	0	0		True	True	
MPDB000780	32619	Potyvirus sorghitessellati	viruses	FM997906.1	1840	0	0		True	True	
MPDB000781	32619	Potyvirus sorghitessellati	viruses	FM997907.1	1868	0	0		True	True	
MPDB000782	32619	Potyvirus sorghitessellati	viruses	FM997908.1	1868	0	0		True	True	
MPDB000783	32619	Potyvirus sorghitessellati	viruses	FM997909.1	1868	0	0		True	True	
MPDB000784	32619	Potyvirus sorghitessellati	viruses	KJ541740.1	9626	0	0		True	True	
MPDB000785	32619	Potyvirus sorghitessellati	viruses	KM025038.1	9624	0	0		True	True	
MPDB000786	32619	Potyvirus sorghitessellati	viruses	KM025039.1	9624	0	0		True	True	
MPDB000787	32619	Potyvirus sorghitessellati	viruses	KM025040.1	9621	0	0		True	True	
MPDB000788	32619	Potyvirus sorghitessellati	viruses	KM025041.1	9624	0	0		True	True	
MPDB000789	32619	Potyvirus sorghitessellati	viruses	KM025042.1	9624	0	0		True	True	
MPDB000790	32619	Potyvirus sorghitessellati	viruses	KM025043.1	9624	0	0		True	True	
MPDB000791	32619	Potyvirus sorghitessellati	viruses	KM025044.1	9624	0	0		True	True	
MPDB000792	32619	Potyvirus sorghitessellati	viruses	KM025045.1	9624	0	0		True	True	
MPDB000793	32619	Potyvirus sorghitessellati	viruses	KM025046.1	9587	0	0		True	True	
MPDB000794	32619	Potyvirus sorghitessellati	viruses	KM025047.1	9629	0	0		True	True	
MPDB000795	32619	Potyvirus sorghitessellati	viruses	KM025048.1	9585	0	0		True	True	
MPDB000796	32619	Potyvirus sorghitessellati	viruses	KM025049.1	9624	0	0		True	True	
MPDB000797	32619	Potyvirus sorghitessellati	viruses	KM025050.1	9624	0	0		True	True	
MPDB000798	32619	Potyvirus sorghitessellati	viruses	KM025051.1	9627	0	0		True	True	
MPDB000799	32619	Potyvirus sorghitessellati	viruses	KM025052.1	9651	0	0		True	True	
MPDB000800	32619	Potyvirus sorghitessellati	viruses	KM025053.1	9641	0	0		True	True	
MPDB000801	32619	Potyvirus sorghitessellati	viruses	KM025054.1	9652	0	0		True	True	
MPDB000802	32619	Potyvirus sorghitessellati	viruses	NC_004035.1	9624	0	0		True	True	
MPDB000803	32619	Potyvirus sorghitessellati	viruses	U57358.2	9613	0	0		True	True	
MPDB000804	328622	Maize yellow stripe virus	viruses	AJ969415.1	880	0	0		True	True	
MPDB000805	328622	Maize yellow stripe virus	viruses	AJ969416.1	1562	0	0		True	True	
MPDB000806	328622	Maize yellow stripe virus	viruses	GQ289374.1	720	0	0		True	True	
MPDB000807	348823	Alphanucleorhabdovirus zeairanense	viruses	DQ186554.1	12381	0	0		True	True	
MPDB000808	348823	Alphanucleorhabdovirus zeairanense	viruses	NC_036390.1	12426	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000809	348823	Alphanucleorhabdovirus zeairanense	viruses	NC_036390.1	12426	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000810	445227	Aureusvirus zeae	viruses	NC_009533.1	4293	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000811	445227	Aureusvirus zeae	viruses	NC_009533.1	4293	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000812	51354	Waikavirus zeae	viruses	AY362551.1	11784	0	0		True	True	
MPDB000813	51354	Waikavirus zeae	viruses	AY829112.2	11898	0	0		True	True	
MPDB000814	51354	Waikavirus zeae	viruses	MH713426.1	11974	0	0		True	True	
MPDB000815	51354	Waikavirus zeae	viruses	MN203201.1	11935	0	4	KMY	True	True	
MPDB000816	51354	Waikavirus zeae	viruses	MW727468.1	11786	0	0		True	True	
MPDB000817	51354	Waikavirus zeae	viruses	NC_003626.1	11832	1	0		True	True	
MPDB000818	519497	Fijivirus boryzae	viruses	NC_014708.1	3167	0	0		True	True	
MPDB000819	519497	Fijivirus boryzae	viruses	NC_014709.1	2651	0	0		True	True	
MPDB000820	519497	Fijivirus boryzae	viruses	NC_014710.1	2176	0	0		True	True	
MPDB000821	519497	Fijivirus boryzae	viruses	NC_014711.1	1928	0	0		True	True	
MPDB000822	519497	Fijivirus boryzae	viruses	NC_014712.1	1900	0	0		True	True	
MPDB000823	519497	Fijivirus boryzae	viruses	NC_014713.1	1798	0	0		True	True	
MPDB000824	519497	Fijivirus boryzae	viruses	NC_014714.1	4500	0	0		True	True	
MPDB000825	519497	Fijivirus boryzae	viruses	NC_014715.1	3815	0	0		True	True	
MPDB000826	519497	Fijivirus boryzae	viruses	NC_014716.1	3618	0	0		True	True	
MPDB000827	519497	Fijivirus boryzae	viruses	NC_014717.1	3571	0	0		True	True	
MPDB000828	519497	Fijivirus boryzae	viruses	PP316494.1	1797	0	0		True	True	
MPDB000829	519497	Fijivirus boryzae	viruses	PP316495.1	1797	0	0		True	True	
MPDB000830	519497	Fijivirus boryzae	viruses	PP316496.1	1797	0	0		True	True	
MPDB000831	59749	Marafivirus maydis	viruses	NC_002786.2	6366	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB000832	59749	Marafivirus maydis	viruses	KM523134.1	6337	0	0		True	True	
MPDB000833	59749	Marafivirus maydis	viruses	NC_002786.2	6366	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB005343	1081076	Peronosclerospora miscanthi	oomycetes	KX721500.1	249	0	0		True	True	
MPDB005344	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB108056.1	757	0	0		True	True	
MPDB005345	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB108057.1	753	0	0		True	True	
MPDB005346	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB108058.1	762	0	0		True	True	
MPDB005347	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB108060.1	762	0	0		True	True	
MPDB005348	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB108061.1	757	0	0		True	True	
MPDB005349	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB217659.1	753	0	0		True	True	
MPDB005350	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB217660.1	753	0	0		True	True	
MPDB005351	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB217661.1	752	0	0		True	True	
MPDB005352	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB690611.1	758	0	0		True	True	
MPDB005353	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB690616.1	755	0	0		True	True	
MPDB005354	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AB725878.1	753	0	0		True	True	
MPDB005355	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	AY598665.2	4044	0	0		True	True	
MPDB005356	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	LC798349.1	760	0	0		True	True	
MPDB005357	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	LC798350.1	753	0	0		True	True	
MPDB005358	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531151.1	823	0	0		True	True	
MPDB005359	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531152.1	792	0	0		True	True	
MPDB005360	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531153.1	776	6	0		True	True	
MPDB005361	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531154.1	822	1	0		True	True	
MPDB005362	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531155.1	824	0	0		True	True	
MPDB005363	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531156.1	822	3	0		True	True	
MPDB005364	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531196.1	805	1	0		True	True	
MPDB005365	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531254.1	846	0	0		True	True	
MPDB005366	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531258.1	802	0	0		True	True	
MPDB005367	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531261.1	818	1	0		True	True	
MPDB005368	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531262.1	701	0	0		True	True	
MPDB005369	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531270.1	821	0	0		True	True	
MPDB005370	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531271.1	823	0	0		True	True	
MPDB005371	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR531272.1	792	0	0		True	True	
MPDB005372	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	OR632928.1	786	0	0		True	True	
MPDB005373	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PP597241.1	1056	0	0		True	True	
MPDB005374	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PP597243.1	906	0	0		True	True	
MPDB005375	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PP741643.1	587	0	0		True	True	
MPDB005376	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PP741644.1	371	0	0		True	True	
MPDB005377	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PP976982.1	1337	0	0		True	True	
MPDB005378	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PQ149064.1	801	3	0		True	True	
MPDB005379	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PQ200672.1	336	0	0		True	True	
MPDB005380	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PV845136.1	534	0	0		True	True	
MPDB005381	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PV845155.1	706	0	0		True	True	
MPDB005382	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PV849200.1	778	0	0		True	True	
MPDB005383	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PV849201.1	722	0	0		True	True	
MPDB005384	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PV849252.1	819	0	0		True	True	
MPDB005385	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PV849253.1	813	0	0		True	True	
MPDB005386	126844	Pythium helicoides / Phytopythium helicoides	oomycetes	PV849254.1	823	0	0		True	True	
MPDB005387	1277646	Pythium schmitthenneri / Globisporangium schmitthenneri	oomycetes	JF836870.1	871	0	0		True	True	
MPDB005388	1277646	Pythium schmitthenneri / Globisporangium schmitthenneri	oomycetes	KJ716862.1	2019	0	0		True	True	
MPDB005389	1277646	Pythium schmitthenneri / Globisporangium schmitthenneri	oomycetes	MG799193.1	897	0	0		True	True	
MPDB005390	1277646	Pythium schmitthenneri / Globisporangium schmitthenneri	oomycetes	MG799194.1	923	0	0		True	True	
MPDB005391	1277646	Pythium schmitthenneri / Globisporangium schmitthenneri	oomycetes	PQ611592.1	616	0	0		True	True	
MPDB005392	1277646	Pythium schmitthenneri / Globisporangium schmitthenneri	oomycetes	PQ611756.1	570	0	0		True	True	
MPDB005393	1277646	Pythium schmitthenneri / Globisporangium schmitthenneri	oomycetes	PQ615100.1	652	0	0		True	True	
MPDB005394	140044	Pythium aristosporum	oomycetes	AY598627.2	4069	0	4	KWY	True	True	
MPDB005395	140044	Pythium aristosporum	oomycetes	MF446817.1	335	0	0		True	True	
MPDB005396	140044	Pythium aristosporum	oomycetes	MF446819.1	335	0	0		True	True	
MPDB005397	140044	Pythium aristosporum	oomycetes	MF446820.1	335	0	0		True	True	
MPDB005398	140044	Pythium aristosporum	oomycetes	MF446821.1	335	0	0		True	True	
MPDB005399	140044	Pythium aristosporum	oomycetes	MH890548.1	863	0	0		True	True	
MPDB005400	140044	Pythium aristosporum	oomycetes	MK326485.1	786	0	0		True	True	
MPDB005401	140044	Pythium aristosporum	oomycetes	MK326542.1	783	1	0		True	True	
MPDB005402	140044	Pythium aristosporum	oomycetes	MK326561.1	770	0	0		True	True	
MPDB005403	140044	Pythium aristosporum	oomycetes	MK420046.1	862	0	0		True	True	
MPDB005404	140044	Pythium aristosporum	oomycetes	MK794677.1	853	0	0		True	True	
MPDB005405	140044	Pythium aristosporum	oomycetes	MT337429.1	859	0	9	HKSY	True	True	
MPDB005406	140044	Pythium aristosporum	oomycetes	MT337436.1	900	0	0		True	True	
MPDB005407	140044	Pythium aristosporum	oomycetes	OL701302.1	762	0	4	MY	True	True	
MPDB005408	140044	Pythium aristosporum	oomycetes	OP050386.1	833	0	2	HK	True	True	
MPDB005409	140044	Pythium aristosporum	oomycetes	OP050387.1	892	0	0		True	True	
MPDB005410	140044	Pythium aristosporum	oomycetes	OP050388.1	880	0	0		True	True	
MPDB005411	140044	Pythium aristosporum	oomycetes	OP050389.1	840	0	0		True	True	
MPDB005412	140044	Pythium aristosporum	oomycetes	OP076892.1	850	0	9	HKSY	True	True	
MPDB005413	140044	Pythium aristosporum	oomycetes	OP076937.1	870	0	0		True	True	
MPDB005414	140044	Pythium aristosporum	oomycetes	OP076947.1	891	0	0		True	True	
MPDB005415	140044	Pythium aristosporum	oomycetes	OP077086.1	896	0	0		True	True	
MPDB005416	140044	Pythium aristosporum	oomycetes	OP933076.1	775	0	0		True	True	
MPDB005417	140044	Pythium aristosporum	oomycetes	OR120531.1	846	0	0		True	True	
MPDB005418	140044	Pythium aristosporum	oomycetes	OR194783.1	818	1	0		True	True	
MPDB005419	140044	Pythium aristosporum	oomycetes	OR890036.1	984	0	0		True	True	
MPDB005420	140044	Pythium aristosporum	oomycetes	OR890037.1	1000	0	0		True	True	
MPDB005421	140044	Pythium aristosporum	oomycetes	OR890038.1	993	0	0		True	True	
MPDB005422	140044	Pythium aristosporum	oomycetes	PZ810724.1	902	0	3	KMR	True	True	
MPDB005423	140044	Pythium aristosporum	oomycetes	PZ810725.1	900	0	4	MRW	True	True	
MPDB005424	140044	Pythium aristosporum	oomycetes	PZ810726.1	896	5	0		True	True	
MPDB005425	140044	Pythium aristosporum	oomycetes	PZ810727.1	894	5	0		True	True	
MPDB005426	140044	Pythium aristosporum	oomycetes	PZ810729.1	896	0	1	M	True	True	
MPDB005427	140044	Pythium aristosporum	oomycetes	PZ810730.1	898	0	5	RWY	True	True	
MPDB005428	140044	Pythium aristosporum	oomycetes	PZ810731.1	884	0	1	R	True	True	
MPDB005429	140044	Pythium aristosporum	oomycetes	PZ810732.1	903	0	6	MRW	True	True	
MPDB005430	140044	Pythium aristosporum	oomycetes	PZ810733.1	898	0	2	RW	True	True	
MPDB005431	140044	Pythium aristosporum	oomycetes	PZ810734.1	897	0	1	K	True	True	
MPDB005432	140044	Pythium aristosporum	oomycetes	PZ810736.1	898	0	2	KR	True	True	
MPDB005433	140044	Pythium aristosporum	oomycetes	PZ810742.1	850	0	0		True	True	
MPDB005434	140044	Pythium aristosporum	oomycetes	PZ810746.1	848	0	0		True	True	
MPDB005435	140044	Pythium aristosporum	oomycetes	PZ810748.1	852	0	0		True	True	
MPDB005436	140044	Pythium aristosporum	oomycetes	PZ810750.1	852	0	0		True	True	
MPDB005437	2052682	Pythium ultimum	oomycetes	LC901555.1	825	0	0		True	True	
MPDB005438	2052682	Pythium ultimum	oomycetes	LC906641.1	844	0	0		True	True	
MPDB005439	2052682	Pythium ultimum	oomycetes	OL342591.1	835	0	0		True	True	
MPDB005440	2052682	Pythium ultimum	oomycetes	OL342593.1	843	0	0		True	True	
MPDB005441	2052682	Pythium ultimum	oomycetes	OL342607.1	836	0	0		True	True	
MPDB005442	2052682	Pythium ultimum	oomycetes	OL342609.1	821	0	0		True	True	
