seqid	taxid	species	category	accession	source_length	marker_length	length	gc_percent	marker_region	extraction_method
MPDB000206	549	Pantoea agglomerans	bacteria	HE648134.1	900	898	898	55.2339	16S rRNA	barrnap-coordinate-extraction
MPDB000207	549	Pantoea agglomerans	bacteria	HE653017.1	698	695	695	54.1007	16S rRNA	barrnap-coordinate-extraction
MPDB000208	549	Pantoea agglomerans	bacteria	HE653018.1	743	740	740	54.6070	16S rRNA	barrnap-coordinate-extraction
MPDB000209	549	Pantoea agglomerans	bacteria	HE653021.1	620	615	615	54.1599	16S rRNA	barrnap-coordinate-extraction
MPDB000210	549	Pantoea agglomerans	bacteria	HE653022.1	655	655	655	55.6575	16S rRNA	barrnap-coordinate-extraction
MPDB000211	549	Pantoea agglomerans	bacteria	HE661627.2	1008	1002	1002	54.6906	16S rRNA	barrnap-coordinate-extraction
MPDB000212	549	Pantoea agglomerans	bacteria	HE716932.1	1420	1418	1418	55.7828	16S rRNA	barrnap-coordinate-extraction
MPDB000213	549	Pantoea agglomerans	bacteria	HF566261.1	954	925	925	55.3261	16S rRNA	barrnap-coordinate-extraction
MPDB000214	549	Pantoea agglomerans	bacteria	HF566262.1	901	897	897	55.3812	16S rRNA	barrnap-coordinate-extraction
MPDB000215	549	Pantoea agglomerans	bacteria	HF566263.1	946	909	909	56.0706	16S rRNA	barrnap-coordinate-extraction
MPDB000216	549	Pantoea agglomerans	bacteria	HF566264.1	949	923	923	55.2775	16S rRNA	barrnap-coordinate-extraction
MPDB000217	549	Pantoea agglomerans	bacteria	HF584957.1	1033	1030	1030	54.6602	16S rRNA	barrnap-coordinate-extraction
MPDB000218	549	Pantoea agglomerans	bacteria	HF584963.1	971	963	963	54.7248	16S rRNA	barrnap-coordinate-extraction
MPDB000219	549	Pantoea agglomerans	bacteria	HF584964.1	996	968	968	54.8554	16S rRNA	barrnap-coordinate-extraction
MPDB000220	549	Pantoea agglomerans	bacteria	HF584965.1	988	968	968	54.8554	16S rRNA	barrnap-coordinate-extraction
MPDB000221	549	Pantoea agglomerans	bacteria	HF584969.1	967	962	962	54.8857	16S rRNA	barrnap-coordinate-extraction
MPDB000222	549	Pantoea agglomerans	bacteria	HF584972.1	1035	1031	1031	54.8012	16S rRNA	barrnap-coordinate-extraction
MPDB000223	549	Pantoea agglomerans	bacteria	HF584996.1	972	963	963	54.6210	16S rRNA	barrnap-coordinate-extraction
MPDB000224	549	Pantoea agglomerans	bacteria	HF584997.1	1034	1031	1031	54.6072	16S rRNA	barrnap-coordinate-extraction
MPDB000225	549	Pantoea agglomerans	bacteria	HF584999.1	972	964	964	54.8755	16S rRNA	barrnap-coordinate-extraction
MPDB000226	549	Pantoea agglomerans	bacteria	HF585001.1	972	964	964	54.6680	16S rRNA	barrnap-coordinate-extraction
MPDB000227	549	Pantoea agglomerans	bacteria	HF585002.1	1042	1039	1039	54.5717	16S rRNA	barrnap-coordinate-extraction
MPDB000228	549	Pantoea agglomerans	bacteria	HG799974.1	1694	1331	1331	54.0947	16S rRNA	barrnap-coordinate-extraction
MPDB000229	549	Pantoea agglomerans	bacteria	LC595314.1	1402	1393	1393	55.2518	16S rRNA	barrnap-coordinate-extraction
MPDB000230	549	Pantoea agglomerans	bacteria	LC602956.1	773	735	735	56.0544	16S rRNA	barrnap-coordinate-extraction
MPDB000231	549	Pantoea agglomerans	bacteria	LC645192.1	1043	1024	1024	55.6641	16S rRNA	barrnap-coordinate-extraction
MPDB000232	549	Pantoea agglomerans	bacteria	LC709256.1	1376	1364	1364	55.8651	16S rRNA	barrnap-coordinate-extraction
MPDB000233	549	Pantoea agglomerans	bacteria	LC848125.1	1531	1531	1531	55.8170	16S rRNA	barrnap-coordinate-extraction
MPDB000234	549	Pantoea agglomerans	bacteria	LN879339.1	775	600	600	52.3333	16S rRNA	barrnap-coordinate-extraction
MPDB000235	549	Pantoea agglomerans	bacteria	LN879348.1	1092	1090	1090	54.2202	16S rRNA	barrnap-coordinate-extraction
MPDB000236	549	Pantoea agglomerans	bacteria	LN997968.1	725	721	721	56.3107	16S rRNA	barrnap-coordinate-extraction
MPDB000237	549	Pantoea agglomerans	bacteria	LT592133.1	1559	1507	1507	55.1427	16S rRNA	barrnap-coordinate-extraction
MPDB000238	549	Pantoea agglomerans	bacteria	LT934417.1	549	517	517	54.9323	16S rRNA	barrnap-coordinate-extraction
MPDB000239	549	Pantoea agglomerans	bacteria	LT969585.1	923	922	922	54.6638	16S rRNA	barrnap-coordinate-extraction
MPDB000240	549	Pantoea agglomerans	bacteria	S69174.1	120	120	120	52.5000	16S rRNA partial	marker-only-record-retained
MPDB000241	553	Pantoea ananatis	bacteria	AB304809.1	1533	1533	1533	55.1859	16S rRNA	barrnap-coordinate-extraction
MPDB000242	553	Pantoea ananatis	bacteria	AJ629190.1	1472	1472	1472	55.2310	16S rRNA	barrnap-coordinate-extraction
MPDB000243	553	Pantoea ananatis	bacteria	FN178362.1	1423	1418	1418	55.3597	16S rRNA	barrnap-coordinate-extraction
MPDB000244	553	Pantoea ananatis	bacteria	FN691983.1	469	466	466	56.6524	16S rRNA	barrnap-coordinate-extraction
MPDB000245	553	Pantoea ananatis	bacteria	FN691984.1	469	466	466	56.6810	16S rRNA	barrnap-coordinate-extraction
MPDB000246	553	Pantoea ananatis	bacteria	FN691985.1	469	466	466	56.5591	16S rRNA	barrnap-coordinate-extraction
MPDB000247	553	Pantoea ananatis	bacteria	FR865900.1	734	732	732	54.8697	16S rRNA	barrnap-coordinate-extraction
MPDB000248	553	Pantoea ananatis	bacteria	FR872704.1	732	717	717	54.2538	16S rRNA	barrnap-coordinate-extraction
MPDB000249	553	Pantoea ananatis	bacteria	HE672167.1	1418	1416	1416	55.5791	16S rRNA	barrnap-coordinate-extraction
MPDB000250	553	Pantoea ananatis	bacteria	HE716901.1	716	715	715	56.5035	16S rRNA	barrnap-coordinate-extraction
MPDB000251	553	Pantoea ananatis	bacteria	HE716948.1	1472	1472	1472	55.4348	16S rRNA	barrnap-coordinate-extraction
MPDB000252	553	Pantoea ananatis	bacteria	HE716949.1	732	732	732	56.6940	16S rRNA	barrnap-coordinate-extraction
MPDB000253	553	Pantoea ananatis	bacteria	LC595300.1	1464	1462	1462	55.4408	16S rRNA	barrnap-coordinate-extraction
MPDB000254	553	Pantoea ananatis	bacteria	LC792303.1	1408	1365	1365	55.6044	16S rRNA	barrnap-coordinate-extraction
MPDB000255	553	Pantoea ananatis	bacteria	LN880270.1	751	736	736	56.3859	16S rRNA	barrnap-coordinate-extraction
MPDB000256	553	Pantoea ananatis	bacteria	LN880271.1	970	929	929	55.5436	16S rRNA	barrnap-coordinate-extraction
MPDB000257	553	Pantoea ananatis	bacteria	LN880272.1	970	925	925	55.1351	16S rRNA	barrnap-coordinate-extraction
MPDB000258	553	Pantoea ananatis	bacteria	LN890661.1	904	897	897	56.2988	16S rRNA	barrnap-coordinate-extraction
MPDB000259	553	Pantoea ananatis	bacteria	OZ408658.1	1433	1412	1412	55.7365	16S rRNA	barrnap-coordinate-extraction
MPDB000260	554	Pectobacterium carotovorum	bacteria	AB680074.1	1467	1465	1465	54.1667	16S rRNA	barrnap-coordinate-extraction
MPDB000261	554	Pectobacterium carotovorum	bacteria	AB680143.1	1467	1465	1465	54.4208	16S rRNA	barrnap-coordinate-extraction
MPDB000262	554	Pectobacterium carotovorum	bacteria	AB680280.1	1467	1465	1465	54.2662	16S rRNA	barrnap-coordinate-extraction
MPDB000263	554	Pectobacterium carotovorum	bacteria	AB680554.1	1467	1465	1465	54.5082	16S rRNA	barrnap-coordinate-extraction
MPDB000264	554	Pectobacterium carotovorum	bacteria	AB681950.1	1467	1465	1465	54.3763	16S rRNA	barrnap-coordinate-extraction
MPDB000265	554	Pectobacterium carotovorum	bacteria	AB744142.1	1363	1361	1361	54.5187	16S rRNA	barrnap-coordinate-extraction
MPDB000266	554	Pectobacterium carotovorum	bacteria	AJ233411.1	1497	1495	1495	54.1137	16S rRNA	barrnap-coordinate-extraction
MPDB000267	554	Pectobacterium carotovorum	bacteria	AM491055.1	535	534	534	51.6854	16S rRNA	barrnap-coordinate-extraction
MPDB000268	554	Pectobacterium carotovorum	bacteria	AM491056.1	536	535	535	51.7757	16S rRNA	barrnap-coordinate-extraction
MPDB000269	554	Pectobacterium carotovorum	bacteria	HF674984.1	1025	1020	1020	53.1373	16S rRNA	barrnap-coordinate-extraction
MPDB000270	554	Pectobacterium carotovorum	bacteria	HF674985.1	1025	1020	1020	54.2157	16S rRNA	barrnap-coordinate-extraction
MPDB000271	554	Pectobacterium carotovorum	bacteria	HF674986.1	1025	1020	1020	54.0196	16S rRNA	barrnap-coordinate-extraction
MPDB000272	554	Pectobacterium carotovorum	bacteria	HF674987.1	1025	1020	1020	54.3137	16S rRNA	barrnap-coordinate-extraction
MPDB000273	554	Pectobacterium carotovorum	bacteria	HF674988.1	964	960	960	54.3750	16S rRNA	barrnap-coordinate-extraction
MPDB000274	554	Pectobacterium carotovorum	bacteria	HF674989.1	1025	1020	1020	53.9216	16S rRNA	barrnap-coordinate-extraction
MPDB000275	554	Pectobacterium carotovorum	bacteria	HF674990.1	1025	1020	1020	54.3137	16S rRNA	barrnap-coordinate-extraction
MPDB000276	554	Pectobacterium carotovorum	bacteria	HF674991.1	1025	1020	1020	53.7255	16S rRNA	barrnap-coordinate-extraction
MPDB000277	554	Pectobacterium carotovorum	bacteria	HF674992.1	1025	1020	1020	54.7059	16S rRNA	barrnap-coordinate-extraction
MPDB000278	554	Pectobacterium carotovorum	bacteria	HF678371.1	1075	725	725	52.6243	16S rRNA	barrnap-coordinate-extraction
MPDB000279	554	Pectobacterium carotovorum	bacteria	LN811442.1	780	742	742	55.0607	16S rRNA	barrnap-coordinate-extraction
MPDB000280	554	Pectobacterium carotovorum	bacteria	LN851547.1	1034	1012	1012	53.1621	16S rRNA	barrnap-coordinate-extraction
MPDB000281	554	Pectobacterium carotovorum	bacteria	LN851553.1	1499	1363	1363	51.7975	16S rRNA	barrnap-coordinate-extraction
MPDB000282	554	Pectobacterium carotovorum	bacteria	LN851554.1	1263	1210	1210	52.2314	16S rRNA	barrnap-coordinate-extraction
MPDB000283	554	Pectobacterium carotovorum	bacteria	LN851555.1	1428	1358	1358	53.9764	16S rRNA	barrnap-coordinate-extraction
MPDB000284	554	Pectobacterium carotovorum	bacteria	LN851556.1	1200	737	737	55.4953	16S rRNA	barrnap-coordinate-extraction
MPDB000285	554	Pectobacterium carotovorum	bacteria	LT592250.1	589	589	589	54.3590	16S rRNA partial	marker-only-record-retained
MPDB000286	554	Pectobacterium carotovorum	bacteria	LT592251.1	929	905	905	52.7105	16S rRNA	barrnap-coordinate-extraction
MPDB000287	554	Pectobacterium carotovorum	bacteria	LT592252.1	882	853	853	52.7680	16S rRNA	barrnap-coordinate-extraction
MPDB000288	554	Pectobacterium carotovorum	bacteria	LT592253.1	885	821	821	53.9120	16S rRNA	barrnap-coordinate-extraction
MPDB000289	554	Pectobacterium carotovorum	bacteria	LT592254.1	1169	700	700	50.8571	16S rRNA	barrnap-coordinate-extraction
MPDB000290	554	Pectobacterium carotovorum	bacteria	LT592255.1	1107	1033	1033	53.2430	16S rRNA	barrnap-coordinate-extraction
MPDB000291	554	Pectobacterium carotovorum	bacteria	LT592257.1	1289	603	603	58.2090	16S rRNA	barrnap-coordinate-extraction
MPDB000292	554	Pectobacterium carotovorum	bacteria	LT592261.1	1029	997	997	52.6157	16S rRNA	barrnap-coordinate-extraction
MPDB000293	554	Pectobacterium carotovorum	bacteria	LT899993.1	1519	1519	1519	54.7070	16S rRNA	barrnap-coordinate-extraction
MPDB000294	573	Klebsiella pneumoniae	bacteria	LC512010.1	749	748	748	55.3476	16S rRNA	barrnap-coordinate-extraction
MPDB000295	573	Klebsiella pneumoniae	bacteria	LC557135.3	1370	1370	1370	55.3285	16S rRNA	barrnap-coordinate-extraction
MPDB000296	573	Klebsiella pneumoniae	bacteria	LC617176.1	1402	1396	1396	54.9640	16S rRNA	barrnap-coordinate-extraction
MPDB000297	573	Klebsiella pneumoniae	bacteria	LC618828.1	1388	1344	1344	54.6131	16S rRNA	barrnap-coordinate-extraction
MPDB000298	573	Klebsiella pneumoniae	bacteria	LC645191.1	1433	1411	1411	55.0673	16S rRNA	barrnap-coordinate-extraction
MPDB000299	573	Klebsiella pneumoniae	bacteria	LC649235.1	976	952	952	53.7815	16S rRNA	barrnap-coordinate-extraction
MPDB000300	573	Klebsiella pneumoniae	bacteria	LC654889.1	1462	1459	1459	54.9828	16S rRNA	barrnap-coordinate-extraction
MPDB000301	573	Klebsiella pneumoniae	bacteria	LC711131.1	1125	1125	1125	55.6444	16S rRNA	barrnap-coordinate-extraction
MPDB000302	573	Klebsiella pneumoniae	bacteria	LC711132.1	1127	1127	1127	55.6344	16S rRNA	barrnap-coordinate-extraction
MPDB000303	573	Klebsiella pneumoniae	bacteria	LC711133.1	1125	1123	1123	55.7435	16S rRNA	barrnap-coordinate-extraction
MPDB000304	573	Klebsiella pneumoniae	bacteria	LC711134.1	1127	1127	1127	55.7232	16S rRNA	barrnap-coordinate-extraction
MPDB000305	573	Klebsiella pneumoniae	bacteria	LC711135.1	1119	1117	1117	54.9687	16S rRNA	barrnap-coordinate-extraction
MPDB000306	573	Klebsiella pneumoniae	bacteria	LC711136.1	1121	1120	1120	55.5357	16S rRNA	barrnap-coordinate-extraction
MPDB000307	573	Klebsiella pneumoniae	bacteria	LC711137.1	1125	1122	1122	55.3476	16S rRNA	barrnap-coordinate-extraction
MPDB000308	573	Klebsiella pneumoniae	bacteria	LC711138.1	1124	1122	1122	55.0802	16S rRNA	barrnap-coordinate-extraction
MPDB000309	573	Klebsiella pneumoniae	bacteria	LC711139.1	1123	1121	1121	55.3078	16S rRNA	barrnap-coordinate-extraction
MPDB000310	573	Klebsiella pneumoniae	bacteria	LC711140.1	1124	1122	1122	55.7041	16S rRNA	barrnap-coordinate-extraction
MPDB000311	573	Klebsiella pneumoniae	bacteria	LC711141.1	1124	1122	1122	55.5258	16S rRNA	barrnap-coordinate-extraction
MPDB000312	573	Klebsiella pneumoniae	bacteria	LC717013.1	699	696	696	56.1782	16S rRNA	barrnap-coordinate-extraction
MPDB000313	573	Klebsiella pneumoniae	bacteria	LC717152.1	699	696	696	56.3218	16S rRNA	barrnap-coordinate-extraction
MPDB000314	573	Klebsiella pneumoniae	bacteria	LC732202.1	678	675	675	55.5556	16S rRNA	barrnap-coordinate-extraction
MPDB000315	573	Klebsiella pneumoniae	bacteria	LC732203.1	677	675	675	55.5556	16S rRNA	barrnap-coordinate-extraction
MPDB000316	573	Klebsiella pneumoniae	bacteria	LC747146.1	1196	1169	1169	54.7476	16S rRNA	barrnap-coordinate-extraction
MPDB000317	573	Klebsiella pneumoniae	bacteria	LC764401.1	949	949	949	55.3214	16S rRNA	barrnap-coordinate-extraction
MPDB000318	573	Klebsiella pneumoniae	bacteria	LC800022.1	1224	1189	1189	55.8452	16S rRNA	barrnap-coordinate-extraction
MPDB000319	573	Klebsiella pneumoniae	bacteria	LC800023.1	779	754	754	56.1008	16S rRNA	barrnap-coordinate-extraction
MPDB000320	573	Klebsiella pneumoniae	bacteria	LC802112.1	1269	1263	1263	54.9485	16S rRNA	barrnap-coordinate-extraction
MPDB000321	573	Klebsiella pneumoniae	bacteria	LC802113.1	1269	1263	1263	54.8694	16S rRNA	barrnap-coordinate-extraction
MPDB000322	573	Klebsiella pneumoniae	bacteria	LC802115.1	1269	1263	1263	54.8694	16S rRNA	barrnap-coordinate-extraction
MPDB000323	573	Klebsiella pneumoniae	bacteria	LC834133.1	680	678	678	56.3422	16S rRNA	barrnap-coordinate-extraction
MPDB000324	573	Klebsiella pneumoniae	bacteria	LC848124.1	1531	1531	1531	54.9213	16S rRNA	barrnap-coordinate-extraction
MPDB000325	573	Klebsiella pneumoniae	bacteria	LC868253.1	1430	1426	1426	55.1893	16S rRNA	barrnap-coordinate-extraction
MPDB000326	573	Klebsiella pneumoniae	bacteria	LC924319.1	1217	1208	1208	55.0497	16S rRNA	barrnap-coordinate-extraction
MPDB000327	573	Klebsiella pneumoniae	bacteria	LC924333.1	1211	1211	1211	54.7481	16S rRNA	barrnap-coordinate-extraction
MPDB000334	573	Klebsiella pneumoniae	bacteria	OU548745.1	1014	993	993	54.4814	16S rRNA	barrnap-coordinate-extraction
MPDB000335	573	Klebsiella pneumoniae	bacteria	PV361230.1	1389	1278	1278	54.6166	16S rRNA	barrnap-coordinate-extraction
MPDB000336	573	Klebsiella pneumoniae	bacteria	PV361232.1	1388	1355	1355	54.8339	16S rRNA	barrnap-coordinate-extraction
MPDB000338	615	Serratia marcescens	bacteria	AB594756.1	1464	1461	1461	54.4208	16S rRNA	barrnap-coordinate-extraction
MPDB000339	615	Serratia marcescens	bacteria	AB681729.1	1467	1465	1465	54.4027	16S rRNA	barrnap-coordinate-extraction
MPDB000341	615	Serratia marcescens	bacteria	HE804807.2	1031	995	995	53.5678	16S rRNA	barrnap-coordinate-extraction
MPDB000342	615	Serratia marcescens	bacteria	HE995790.2	765	756	756	52.3810	16S rRNA	barrnap-coordinate-extraction
MPDB000343	615	Serratia marcescens	bacteria	HG800005.1	1000	755	755	45.0331	16S rRNA	barrnap-coordinate-extraction
MPDB000344	615	Serratia marcescens	bacteria	HG941700.1	1020	1011	1011	53.7092	16S rRNA	barrnap-coordinate-extraction
MPDB000346	615	Serratia marcescens	bacteria	LC529707.1	676	674	674	52.9674	16S rRNA	barrnap-coordinate-extraction
MPDB000347	615	Serratia marcescens	bacteria	LC571916.1	1464	1461	1461	54.9141	16S rRNA	barrnap-coordinate-extraction
MPDB000348	615	Serratia marcescens	bacteria	LC571929.1	1464	1461	1461	54.6201	16S rRNA	barrnap-coordinate-extraction
MPDB000349	615	Serratia marcescens	bacteria	LC571930.1	1464	1461	1461	54.6575	16S rRNA	barrnap-coordinate-extraction
MPDB000350	615	Serratia marcescens	bacteria	LC571935.1	1464	1461	1461	54.4832	16S rRNA	barrnap-coordinate-extraction
MPDB000351	615	Serratia marcescens	bacteria	LC571939.1	1464	1461	1461	54.4894	16S rRNA	barrnap-coordinate-extraction
MPDB000352	615	Serratia marcescens	bacteria	LC571942.1	1464	1461	1461	54.4894	16S rRNA	barrnap-coordinate-extraction
MPDB000353	615	Serratia marcescens	bacteria	LC572258.1	1471	1470	1470	54.3537	16S rRNA	barrnap-coordinate-extraction
MPDB000354	615	Serratia marcescens	bacteria	LC581798.1	1115	1115	1115	55.2466	16S rRNA	barrnap-coordinate-extraction
MPDB000355	615	Serratia marcescens	bacteria	LC595302.1	1464	1461	1461	54.4521	16S rRNA	barrnap-coordinate-extraction
MPDB000356	615	Serratia marcescens	bacteria	LC595307.1	1464	1461	1461	54.3836	16S rRNA	barrnap-coordinate-extraction
MPDB000357	615	Serratia marcescens	bacteria	LC625784.1	1387	1380	1380	54.7101	16S rRNA	barrnap-coordinate-extraction
MPDB000358	615	Serratia marcescens	bacteria	LC627326.1	1411	1368	1368	54.4591	16S rRNA	barrnap-coordinate-extraction
MPDB000359	615	Serratia marcescens	bacteria	LC645190.1	437	436	436	55.0459	16S rRNA	barrnap-coordinate-extraction
MPDB000360	615	Serratia marcescens	bacteria	LC790163.1	1269	1269	1269	54.3735	16S rRNA	barrnap-coordinate-extraction
MPDB000361	615	Serratia marcescens	bacteria	LC790164.1	1269	1269	1269	54.1371	16S rRNA	barrnap-coordinate-extraction
MPDB000362	615	Serratia marcescens	bacteria	LC815918.1	1068	1035	1035	54.5894	16S rRNA	barrnap-coordinate-extraction
MPDB000363	615	Serratia marcescens	bacteria	LM655405.1	166	166	166	53.6145	16S rRNA partial	marker-only-record-retained
MPDB000364	615	Serratia marcescens	bacteria	LN884126.1	565	561	561	56.5062	16S rRNA	barrnap-coordinate-extraction
MPDB000365	615	Serratia marcescens	bacteria	LN995790.1	988	947	947	52.0591	16S rRNA	barrnap-coordinate-extraction
MPDB000366	615	Serratia marcescens	bacteria	LN997966.1	731	731	731	55.8904	16S rRNA	barrnap-coordinate-extraction
MPDB000367	615	Serratia marcescens	bacteria	LT608121.1	1368	1344	1344	54.0923	16S rRNA	barrnap-coordinate-extraction
MPDB000368	615	Serratia marcescens	bacteria	LT628254.1	1165	1161	1161	53.9190	16S rRNA	barrnap-coordinate-extraction
MPDB000369	615	Serratia marcescens	bacteria	LT628255.1	1156	1151	1151	54.0400	16S rRNA	barrnap-coordinate-extraction
MPDB000370	615	Serratia marcescens	bacteria	LT628256.1	1209	1203	1203	54.1978	16S rRNA	barrnap-coordinate-extraction
MPDB000371	615	Serratia marcescens	bacteria	LT631776.1	1229	1226	1226	54.7386	16S rRNA	barrnap-coordinate-extraction
MPDB000372	615	Serratia marcescens	bacteria	LT631777.1	1453	1447	1447	54.4761	16S rRNA	barrnap-coordinate-extraction
MPDB000373	615	Serratia marcescens	bacteria	LT678778.1	759	758	758	56.3325	16S rRNA	barrnap-coordinate-extraction
MPDB000374	615	Serratia marcescens	bacteria	LT682310.1	878	782	782	55.8824	16S rRNA	barrnap-coordinate-extraction
MPDB000375	615	Serratia marcescens	bacteria	LT691102.1	759	758	758	56.3325	16S rRNA	barrnap-coordinate-extraction
MPDB000376	615	Serratia marcescens	bacteria	LT694243.1	758	755	755	56.2914	16S rRNA	barrnap-coordinate-extraction
MPDB000378	615	Serratia marcescens	bacteria	OU548751.1	1065	1057	1057	53.3649	16S rRNA	barrnap-coordinate-extraction
MPDB000379	615	Serratia marcescens	bacteria	OX250429.1	425	425	425	52.0000	16S rRNA	barrnap-coordinate-extraction
MPDB000380	66269	Pantoea stewartii subsp. stewartii	bacteria	AJ311838.1	2024	1533	1533	55.3816	16S rRNA	barrnap-coordinate-extraction
MPDB000381	66269	Pantoea stewartii subsp. stewartii	bacteria	HF584960.1	1119	1118	1118	55.9928	16S rRNA	barrnap-coordinate-extraction
MPDB000382	66269	Pantoea stewartii subsp. stewartii	bacteria	HF985352.1	683	683	683	56.5154	16S rRNA	barrnap-coordinate-extraction
MPDB000383	66269	Pantoea stewartii subsp. stewartii	bacteria	HF985353.1	700	694	694	56.2219	16S rRNA	barrnap-coordinate-extraction
MPDB000384	66269	Pantoea stewartii subsp. stewartii	bacteria	HG792421.1	1358	1356	1356	55.7522	16S rRNA	barrnap-coordinate-extraction
MPDB000385	66269	Pantoea stewartii subsp. stewartii	bacteria	HG792422.1	1417	1409	1409	55.7925	16S rRNA	barrnap-coordinate-extraction
MPDB000386	66269	Pantoea stewartii subsp. stewartii	bacteria	HG792423.1	1423	1408	1408	55.7459	16S rRNA	barrnap-coordinate-extraction
MPDB000387	66269	Pantoea stewartii subsp. stewartii	bacteria	HG792424.1	1408	1399	1399	55.4044	16S rRNA	barrnap-coordinate-extraction
